id,question,final_decision
pubmedqa_301,The use of audit to identify maternal mortality in different settings: is it just a difference between the rich and the poor?,no
pubmedqa_759,Parasacral sciatic nerve block: does the elicited motor response predict the success rate?,maybe
pubmedqa_712,Should all human immunodeficiency virus-infected patients with end-stage renal disease be excluded from transplantation?,no
pubmedqa_723,Do general practitioner hospitals reduce the utilisation of general hospital beds?,yes
pubmedqa_685,Is breast cancer survival improving?,yes
pubmedqa_979,Does a geriatric oncology consultation modify the cancer treatment plan for elderly patients?,yes
pubmedqa_517,Living in an urban environment and non-communicable disease risk in Thailand: Does timing matter?,yes
pubmedqa_984,Does escalation of the apical dose change treatment outcome in beta-radiation of posterior choroidal melanomas with 106Ru plaques?,no
pubmedqa_45,Transgastric endoscopic splenectomy: is it possible?,yes
pubmedqa_909,Do emergency medical services professionals think they should participate in disease prevention?,maybe
pubmedqa_157,Should chest wall irradiation be included after mastectomy and negative node breast cancer?,maybe
pubmedqa_851,Do older adults with cancer fall more often?,yes
pubmedqa_171,Convulsions and retinal haemorrhage: should we look further?,yes
pubmedqa_16,Is there still a need for living-related liver transplantation in children?,yes
pubmedqa_511,Can dose reduction to one parotid gland prevent xerostomia?,yes
pubmedqa_48,Do provider service networks result in lower expenditures compared with HMOs or primary care case management in Florida's Medicaid program?,yes
pubmedqa_971,Has the prevalence of health care services use increased over the last decade (2001-2009) in elderly people?,yes
pubmedqa_940,Fatigue in primary Sjögren's syndrome: is there a link with the fibromyalgia syndrome?,no
pubmedqa_515,Does higher body mass index contribute to worse asthma control in an urban population?,no
pubmedqa_952,Is solitary kidney really more resistant to ischemia?,yes
pubmedqa_480,Do primary care physicians underprescribe antibiotics for peptic ulcer disease?,yes
pubmedqa_283,"Do improvements in outreach, clinical, and family and community-based services predict improvements in child survival?",yes
pubmedqa_718,Are patients with diabetes receiving the same message from dietitians and nurses?,no
pubmedqa_877,Doppler examination of uteroplacental circulation in early pregnancy: can it predict adverse outcome?,yes
pubmedqa_225,"Knee extensor strength, dynamic stability, and functional ambulation: are they related in Parkinson's disease?",yes
pubmedqa_26,Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,yes
pubmedqa_954,Does fluoridation reduce the use of dental services among adults?,maybe
pubmedqa_437,Does performance in selection processes predict performance as a dental student?,no
pubmedqa_951,Does a preoperative medically supervised weight loss program improve bariatric surgery outcomes?,no
pubmedqa_364,Do prerecorded lecture VODcasts affect lecture attendance of first-yearpre-clinical Graduate Entry to Medicine students?,no
pubmedqa_229,Does type 1 diabetes mellitus affect Achilles tendon response to a 10 km run?,no
pubmedqa_37,Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence?,no
pubmedqa_965,Are home sampling kits for sexually transmitted infections acceptable among men who have sex with men?,maybe
pubmedqa_374,Vaccine protection in the elderly: are Austrian seniors adequately protected by vaccinations?,no
pubmedqa_469,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,yes
pubmedqa_967,Surgical management of the atherosclerotic ascending aorta: is endoaortic balloon occlusion safe?,no
pubmedqa_850,Is severe macrosomia manifested at 11-14 weeks of gestation?,yes
pubmedqa_704,Does the enteral feeding advancement affect short-term outcomes in very low birth weight infants?,yes
pubmedqa_841,Does maternal obesity have an influence on feeding behavior of obese children?,no
pubmedqa_194,Does the bracket-ligature combination affect the amount of orthodontic space closure over three months?,no
pubmedqa_854,Does the investing layer of the deep cervical fascia exist?,no
pubmedqa_864,Does coronary angiography before emergency aortic surgery affect in-hospital mortality?,no
pubmedqa_503,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?,yes
pubmedqa_969,Are opioid dependence and methadone maintenance treatment (MMT) documented in the medical record?,maybe
pubmedqa_830,Could chest wall rigidity be a factor in rapid death from illicit fentanyl abuse?,yes
pubmedqa_579,Does Paget's disease exist in India?,yes
pubmedqa_968,Estradiol and Antagonist Pretreatment Prior to Microdose Leuprolide in in Vitro Fertilization. Does It Improve IVF Outcomes in Poor Responders as Compared to Oral Contraceptive Pill?,no
pubmedqa_162,Is the probability of prenatal diagnosis or termination of pregnancy different for fetuses with congenital anomalies conceived following assisted reproductive techniques?,no
pubmedqa_908,Can APC mutation analysis contribute to therapeutic decisions in familial adenomatous polyposis?,maybe
pubmedqa_152,Stretch-sensitive KCNQ1 mutation A link between genetic and environmental factors in the pathogenesis of atrial fibrillation?,yes
pubmedqa_801,Can calprotectin predict relapse risk in inflammatory bowel disease?,maybe
pubmedqa_993,Are many colorectal cancers due to missed adenomas?,no
pubmedqa_755,Risky sexual behavior among college students With ADHD: is the mother-child relationship protective?,yes
pubmedqa_111,Does microbial contamination influence the success of the hematopoietic cell transplantation outcomes?,maybe
pubmedqa_226,"Is distance to provider a barrier to care for medicaid patients with breast, colorectal, or lung cancer?",no
pubmedqa_688,Is being small for gestational age a risk factor for retinopathy of prematurity?,no
pubmedqa_103,Is there a favorable subset of patients with prostate cancer who develop oligometastases?,yes
pubmedqa_421,The Prevalence of Incidentally Detected Idiopathic Misty Mesentery on Multidetector Computed Tomography: Can Obesity Be the Triggering Cause?,yes
pubmedqa_419,Are endometrial polyps from pre-menopausal women similar to post-menopausal women?,no
pubmedqa_750,Orthostatic myoclonus: an underrecognized cause of unsteadiness?,yes
pubmedqa_586,Does limb-salvage surgery offer patients better quality of life and functional capacity than amputation?,maybe
pubmedqa_780,Does skin care frequency affect the severity of incontinence-associated dermatitis in critically ill patients?,yes
pubmedqa_672,Adjuvant radiation of stage III thymoma: is it necessary?,no
pubmedqa_119,Do communication disorders extend to musical messages?,yes
pubmedqa_53,Processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,yes
pubmedqa_151,Is fetal gender associated with emergency department visits for asthma during pregnancy?,no
pubmedqa_403,Fulfilling human resources development goal in West Africa: can the training of ophthalmologist diplomates be improved?,yes
pubmedqa_945,The clinical significance of bile duct sludge: is it different from bile duct stones?,no
pubmedqa_207,Can medical students contribute to quality assurance programmes in day surgery?,yes
pubmedqa_658,Thoracic and thoracoabdominal aneurysm repair: is reimplantation of spinal cord arteries a waste of time?,yes
pubmedqa_843,Should lower limb fractures be treated surgically in patients with chronic spinal injuries?,yes
pubmedqa_762,Does minimal access major surgery in the newborn hurt less?,no
pubmedqa_8,Do mutations causing low HDL-C promote increased carotid intima-media thickness?,no
pubmedqa_807,Does evidence-based practice improve patient outcomes?,yes
pubmedqa_36,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?,no
pubmedqa_452,Is patient outcome compromised during the initial experience with robot-assisted radical cystectomy?,no
pubmedqa_651,Is there a relationship between serum paraoxonase level and epicardial fat tissue thickness?,no
pubmedqa_253,Does transverse apex coincide with coronal apex levels (regional or global) in adolescent idiopathic scoliosis?,no
pubmedqa_303,Do Wound Cultures Give Information About the Microbiology of Blood Cultures in Severe Burn Patients?,yes
pubmedqa_746,Affect-regulated exercise intensity: does training at an intensity that feels 'good' improve physical health?,yes
pubmedqa_571,Adults with mild intellectual disabilities: can their reading comprehension ability be improved?,yes
pubmedqa_623,A patient with myelomeningocele: is untethering necessary prior to scoliosis correction?,no
pubmedqa_732,Bony defects in chronic anterior posttraumatic dislocation of the shoulder: Is there a correlation between humeral and glenoidal lesions?,no
pubmedqa_891,Health care for immigrants in Europe: is there still consensus among country experts about principles of good practice?,maybe
pubmedqa_262,Is it better to be big?,no
pubmedqa_610,Does partial expander deflation exacerbate the adverse effects of radiotherapy in two-stage breast reconstruction?,yes
pubmedqa_297,Is cardiovascular evaluation necessary prior to and during beta-blocker therapy for infantile hemangiomas?,no
pubmedqa_414,"Do lipids, blood pressure, diabetes, and smoking confer equal risk of myocardial infarction in women as in men?",no
pubmedqa_150,Are serum leptin levels a prognostic factor in advanced lung cancer?,no
pubmedqa_788,Does increased use of private health care reduce the demand for NHS care?,no
pubmedqa_640,Do dermatomyositis and polymyositis affect similar thigh muscles?,no
pubmedqa_889,Does intra-abdominal desmoid disease affect patients with an ileal pouch differently than those with an ileorectal anastomosis?,no
pubmedqa_550,Cardiac reoperations in octogenarians: Do they really benefit?,yes
pubmedqa_886,Can we predict urinary stone composition based on an analysis of microelement concentration in the hair and urine?,no
pubmedqa_488,Preservation of the PCL when performing cruciate-retaining TKA: Is the tibial tuberosity a reliable predictor of the PCL footprint location?,yes
pubmedqa_147,Antral follicle assessment as a tool for predicting outcome in IVF--is it a better predictor than age and FSH?,maybe
pubmedqa_146,Do healthier lifestyles lead to less utilization of healthcare resources?,no
pubmedqa_720,"Expression of c-kit protooncogen in hepatitis B virus-induced chronic hepatitis, cirrhosis and hepatocellular carcinoma: has it a diagnostic role?",maybe
pubmedqa_931,Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,yes
pubmedqa_739,Does oral α-galactosidase relieve irritable bowel symptoms?,no
pubmedqa_659,Is year of radical prostatectomy a predictor of outcome in prostate cancer?,yes
pubmedqa_348,Can progression of valvar aortic stenosis be predicted accurately?,yes
pubmedqa_463,Immunohistochemical assessment of steroid hormone receptors in tissues of the anal canal. Implications for anal incontinence?,yes
pubmedqa_325,Is size-reducing ascending aortoplasty with external reinforcement an option in modern aortic surgery?,yes
pubmedqa_186,"Actinobaculum schaalii, a cause of urinary tract infections in children?",maybe
pubmedqa_123,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,maybe
pubmedqa_853,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,yes
pubmedqa_608,Sternal skin conductance: a reasonable surrogate for hot flash measurement?,no
pubmedqa_143,Serovar specific immunity to Neisseria gonorrhoeae: does it exist?,no
pubmedqa_958,Is inhaled prophylactic heparin useful for prevention and Management of Pneumonia in ventilated ICU patients?,no
pubmedqa_197,Should general practitioners call patients by their first names?,yes
pubmedqa_609,Elephant trunk in a small-calibre true lumen for chronic aortic dissection: cause of haemolytic anaemia?,yes
pubmedqa_279,Does the early adopter of drugs exist?,no
pubmedqa_293,Does the familial transmission of drinking patterns persist into young adulthood?,maybe
pubmedqa_400,Cardiopulmonary bypass temperature does not affect postoperative euthyroid sick syndrome?,no
pubmedqa_122,Does lung ischemia and reperfusion have an impact on coronary flow?,yes
pubmedqa_183,Does insulin resistance drive the association between hyperglycemia and cardiovascular risk?,yes
pubmedqa_202,"Young-Burgess classification of pelvic ring fractures: does it predict mortality, transfusion requirements, and non-orthopaedic injuries?",maybe
pubmedqa_438,Is it time to reconsider lobectomy in low-risk paediatric thyroid cancer?,yes
pubmedqa_246,Multidisciplinary breast cancer clinics. Do they work?,yes
pubmedqa_415,Does family practice at residency teaching sites reflect community practice?,yes
pubmedqa_932,Is serum total bilirubin useful to differentiate cardioembolic stroke from other stroke subtypes?,yes
pubmedqa_765,Nutritional assessment of gluten-free diet. Is gluten-free diet deficient in some nutrient?,yes
pubmedqa_906,Do family physicians know the costs of medical care?,no
pubmedqa_835,Is (18)F-FDG a surrogate tracer to measure tumor hypoxia?,no
pubmedqa_887,Could ADMA levels in young adults born preterm predict an early endothelial dysfunction?,yes
pubmedqa_129,Do somatic complaints predict subsequent symptoms of depression?,maybe
pubmedqa_637,Does increasing blood pH stimulate protein synthesis in dialysis patients?,no
pubmedqa_402,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,yes
pubmedqa_784,Do resident's leadership skills relate to ratings of technical skill?,yes
pubmedqa_770,Can myometrial electrical activity identify patients in preterm labor?,yes
pubmedqa_735,Does perspective-taking increase patient satisfaction in medical encounters?,maybe
pubmedqa_913,Does exercise during pregnancy prevent postnatal depression?,no
pubmedqa_219,Is pain a clinically relevant problem in general adult psychiatry?,yes
pubmedqa_641,Juvenile ankylosing spondylitis--is it the same disease as adult ankylosing spondylitis?,no
pubmedqa_915,Is human cytomegalovirus infection associated with hypertension?,no
pubmedqa_752,Contrast-enhanced MR imaging of hand and finger joints in patients with early rheumatoid arthritis: do we really need a full dose of gadobenate dimeglumine for assessing synovial enhancement at 3 T?,no
pubmedqa_806,Are failures of anterior cruciate ligament reconstruction associated with steep posterior tibial slopes?,yes
pubmedqa_919,Is laparoscopic cholecystectomy safe and acceptable as a day case procedure?,yes
pubmedqa_624,Is aerobic workload positively related to ambulatory blood pressure?,yes
pubmedqa_874,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,yes
pubmedqa_760,Is Bare-Metal Stent Implantation Still Justifiable in High Bleeding Risk Patients Undergoing Percutaneous Coronary Intervention?,yes
pubmedqa_386,Do risk calculators accurately predict surgical site occurrences?,no
pubmedqa_972,Does high-dose radiotherapy benefit palliative lung cancer patients?,no
pubmedqa_509,Are polymorphisms in oestrogen receptors genes associated with lipid levels in response to hormone therapy?,yes
pubmedqa_267,Does ultrasound imaging before puncture facilitate internal jugular vein cannulation?,maybe
pubmedqa_819,Does an additional antirotation U-Blade (RC) lag screw improve treatment of AO/OTA 31 A1-3 fractures with gamma 3 nail?,no
pubmedqa_441,Sub-classification of low-grade cerebellar astrocytoma: is it clinically meaningful?,no
pubmedqa_496,Is intrapartum vibroacoustic stimulation an effective predictor of fetal acidosis?,yes
pubmedqa_112,Very high serum CA 19-9 levels: a contraindication to pancreaticoduodenectomy?,no
pubmedqa_691,Can magnetic resonance-ultrasound fusion biopsy improve cancer detection in enlarged prostates?,yes
pubmedqa_232,Pulmonary valve replacement in adults late after repair of tetralogy of fallot: are we operating too late?,yes
pubmedqa_869,Diagnosis and follow-up in constipated children: should we use ultrasound?,yes
pubmedqa_607,Gadofosveset-enhanced MR angiography of carotid arteries: does steady-state imaging improve accuracy of first-pass imaging?,yes
pubmedqa_671,Can mandibular depiction be improved by changing the thickness of double-oblique computed tomography images?,no
pubmedqa_373,Application of computer-aided diagnosis (CAD) in MR-mammography (MRM): do we really need whole lesion time curve distribution analysis?,no
pubmedqa_981,Can ki-67 play a role in prediction of breast cancer patients' response to neoadjuvant chemotherapy?,yes
pubmedqa_842,Is plate clearing a risk factor for obesity?,yes
pubmedqa_233,Xanthogranulomatous cholecystitis: a premalignant condition?,no
pubmedqa_785,The FOOTSTEP self-management foot care programme: are rheumatoid arthritis patients physically able to participate?,maybe
pubmedqa_676,Can elevated troponin I levels predict complicated clinical course and inhospital mortality in patients with acute pulmonary embolism?,yes
pubmedqa_317,Preoperative locoregional staging of gastric cancer: is there a place for magnetic resonance imaging?,no
pubmedqa_648,Does the treatment of amblyopia normalise subfoveal choroidal thickness in amblyopic children?,no
pubmedqa_410,Type II supracondylar humerus fractures: can some be treated nonoperatively?,yes
pubmedqa_898,Does Mammographic Density have an Impact on the Margin Re-excision Rate After Breast-Conserving Surgery?,no
pubmedqa_709,Is there a first night effect on sleep bruxism?,no
pubmedqa_358,Do nontriploid partial hydatidiform moles exist?,no
pubmedqa_258,Are the arginine vasopressin V1a receptor microsatellites related to hypersexuality in children with a prepubertal and early adolescent bipolar disorder phenotype?,no
pubmedqa_744,Should cavitation in proximal surfaces be reported in cone beam computed tomography examination?,yes
pubmedqa_627,Does the sequence of clamp application during open abdominal aortic aneurysm surgery influence distal embolisation?,no
pubmedqa_632,Do overweight children necessarily make overweight adults?,no
pubmedqa_282,Nasal fractures:  is closed reduction satisfying?,yes
pubmedqa_376,Gynecological cancer alarm symptoms: is contact with specialist care associated with lifestyle and socioeconomic status?,yes
pubmedqa_384,Bactericidal activity of 3 cutaneous/mucosal antiseptic solutions in the presence of interfering substances: Improvement of the NF EN 13727 European Standard?,maybe
pubmedqa_224,Does managed care enable more low income persons to identify a usual source of care?,maybe
pubmedqa_953,Neck pain treatment with acupuncture: does the number of needles matter?,no
pubmedqa_814,Could ESC (Electronic Stability Control) change the way we drive?,yes
pubmedqa_472,Is semi-closed endarterectomy of the superficial femoral artery combined with a short venous bypass in case of insufficient venous material an acceptable alternative for limb-threatening ischemia?,yes
pubmedqa_347,Does a special interest in laparoscopy affect the treatment of acute cholecystitis?,yes
pubmedqa_505,Can continuous physical training counteract aging effect on myoelectric fatigue?,yes
pubmedqa_639,Is there a relationship between homocysteine and vitiligo?,yes
pubmedqa_987,Does prior benign prostate biopsy predict outcome for patients treated with radical perineal prostatectomy?,yes
pubmedqa_928,Does oxybutynin hydrochloride cause arrhythmia in children with bladder dysfunction?,yes
pubmedqa_905,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,yes
pubmedqa_619,Is intensive monitoring during the first transfusion in pediatric patients necessary?,no
pubmedqa_855,Is crime associated with over-the-counter pharmacy syringe sales?,yes
pubmedqa_803,Is there a discrepancy between patient and physician quality of life assessment?,yes
pubmedqa_645,Is delayed gastric emptying following pancreaticoduodenectomy related to pylorus preservation?,no
pubmedqa_846,Do family physicians make good sentinels for influenza?,yes
pubmedqa_556,Surgical treatment of prosthetic valve endocarditis in patients with double prostheses: is single-valve replacement safe?,yes
pubmedqa_957,Are the GFRUP's recommendations for withholding or withdrawing treatments in critically ill children applicable?,yes
pubmedqa_577,Thrombosis prophylaxis in hospitalised medical patients: does prophylaxis in all patients make sense?,no
pubmedqa_795,Do clinical variables predict pathologic radiographs in the first episode of wheezing?,no
pubmedqa_85,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?",maybe
pubmedqa_242,Does solid culture for tuberculosis influence clinical decision making in India?,maybe
pubmedqa_698,Does histologic chorioamnionitis correspond to clinical chorioamnionitis?,yes
pubmedqa_159,"Regional anesthesia as compared with general anesthesia for surgery in geriatric patients with hip fracture: does it decrease morbidity, mortality, and health care costs?",no
pubmedqa_524,Delayed peripheral facial palsy in the stapes surgery: can it be prevented?,yes
pubmedqa_35,Do general practice characteristics influence uptake of an information technology (IT) innovation in primary care?,no
pubmedqa_540,Is low serum chloride level a risk factor for cardiovascular mortality?,yes
pubmedqa_170,Is the clinically positive axilla in breast cancer really a contraindication to sentinel lymph node biopsy?,no
pubmedqa_654,Are complex coronary lesions more frequent in patients with diabetes mellitus?,yes
pubmedqa_890,Does anastomotic leakage affect functional outcome after rectal resection for cancer?,no
pubmedqa_857,Is double-balloon enteroscopy an accurate method to diagnose small-bowel disorders?,yes
pubmedqa_847,Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,yes
pubmedqa_944,Do mossy fibers release GABA?,yes
pubmedqa_733,Do parents recall and understand children's weight status information after BMI screening?,maybe
pubmedqa_95,Can increases in the cigarette tax rate be linked to cigarette retail prices?,no
pubmedqa_563,Memory-provoked rCBF-SPECT as a diagnostic tool in Alzheimer's disease?,yes
pubmedqa_240,Can shape analysis differentiate free-floating internal carotid artery thrombus from atherosclerotic plaque in patients evaluated with CTA for stroke or transient ischemic attack?,yes
pubmedqa_742,MR arthrography of the shoulder: do we need local anesthesia?,no
pubmedqa_574,Do inhaled steroids differ from cromones in terms of hospital admission rates for asthma in children?,yes
pubmedqa_690,Fast foods - are they a risk factor for asthma?,yes
pubmedqa_460,Learning needs of postpartum women: does socioeconomic status matter?,yes
pubmedqa_553,Do elderly patients benefit from surgery in addition to radiotherapy for treatment of metastatic spinal cord compression?,no
pubmedqa_888,Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,yes
pubmedqa_206,Are financial incentives cost-effective to support smoking cessation during pregnancy?,yes
pubmedqa_392,Is high-sensitivity C-reactive protein associated with carotid atherosclerosis in healthy Koreans?,no
pubmedqa_794,Is there a relationship between rheumatoid arthritis and periodontal disease?,yes
pubmedqa_397,Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,yes
pubmedqa_766,Standardizing care in medical oncology: are Web-based systems the answer?,maybe
pubmedqa_848,Is ganglionated plexi ablation during Maze IV procedure beneficial for postoperative long-term stable sinus rhythm?,no
pubmedqa_217,Chemotherapy and survival in advanced non-small cell lung carcinoma: is pneumologists' skepticism justified?,no
pubmedqa_4,Can tailored interventions increase mammography use among HMO women?,yes
pubmedqa_768,Are the elderly with oropharyngeal carcinoma undertreated?,maybe
pubmedqa_642,Is Aspiration Thrombectomy Beneficial in Patients Undergoing Primary Percutaneous Coronary Intervention?,no
pubmedqa_929,"Do ""America's Best Hospitals"" perform better for acute myocardial infarction?",yes
pubmedqa_612,Can p53 alterations be used to predict tumour response to pre-operative chemo-radiotherapy in locally advanced rectal cancer?,no
pubmedqa_738,Is neck pain associated with worse health-related quality of life 6 months later?,yes
pubmedqa_546,Acute hepatitis C in Israel: a predominantly iatrogenic disease?,yes
pubmedqa_725,Does parity increase insulin resistance during pregnancy?,no
pubmedqa_683,Can homemade alcohol (Raksi) be useful for preserving dead bodies?,yes
pubmedqa_98,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,no
pubmedqa_804,Impact of MPH programs: contributing to health system strengthening in low- and middle-income countries?,yes
pubmedqa_727,Is gastric cancer different in Korea and the United States?,yes
pubmedqa_573,Body diffusion-weighted MR imaging of uterine endometrial cancer: is it helpful in the detection of cancer in nonenhanced MR imaging?,yes
pubmedqa_406,Does ultrasound-scored synovitis depend on the pharmacokinetics of subcutaneous anti-TNF agents in patients with rheumatoid arthritis?,no
pubmedqa_502,Is the advanced age a contraindication to GERD laparoscopic surgery?,no
pubmedqa_47,Is it appropriate to implant kidneys from elderly donors in young recipients?,yes
pubmedqa_32,Is a mandatory general surgery rotation necessary in the surgical clerkship?,no
pubmedqa_779,Proliferative index obtained by DNA image cytometry. Does it add prognostic information in Auer IV breast cancer?,yes
pubmedqa_839,Prostate bed target interfractional motion using RTOG consensus definitions and daily CT on rails : Does target motion differ between superior and inferior portions of the clinical target volume?,no
pubmedqa_200,Does the National Institutes of Health Stroke Scale favor left hemisphere strokes?,yes
pubmedqa_134,Identification of racial disparities in breast cancer mortality: does scale matter?,yes
pubmedqa_27,Does HER2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant M-VEC chemotherapy?,maybe
pubmedqa_880,Are income-related differences in active travel associated with physical environmental characteristics?,no
pubmedqa_230,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,yes
pubmedqa_489,The English antibiotic awareness campaigns: did they change the public's knowledge of and attitudes to antibiotic use?,no
pubmedqa_772,Is ankle/arm pressure predictive for cardiovascular mortality in older patients living in nursing homes?,no
pubmedqa_378,Can third trimester ultrasound predict the presentation of the first twin at delivery?,yes
pubmedqa_288,Uniformity of evidence-based treatments in practice?,yes
pubmedqa_418,Evaluation of pediatric VCUG at an academic children's hospital: is the radiographic scout image necessary?,no
pubmedqa_674,Is the fibronectin-aggrecan complex present in cervical disk disease?,yes
pubmedqa_391,Advanced epithelial ovarian carcinoma in Thai women: should we continue to offer second-look laparotomy?,no
pubmedqa_592,Is the processing of affective prosody influenced by spatial attention?,maybe
pubmedqa_498,Must early postoperative oral intake be limited to laparoscopy?,no
pubmedqa_138,Could different follow-up modalities play a role in the diagnosis of asymptomatic endometrial cancer relapses?,maybe
pubmedqa_62,Cold preparation use in young children after FDA warnings: do concerns still exist?,yes
pubmedqa_471,Does laparoscopic antireflux surgery improve quality of life in patients whose gastro-oesophageal reflux disease is well controlled with medical therapy?,yes
pubmedqa_647,Does a delay in transfer to a rehabilitation unit for older people affect outcome after fracture of the proximal femur?,yes
pubmedqa_128,Do French lay people and health professionals find it acceptable to breach confidentiality to protect a patient's wife from a sexually transmitted disease?,maybe
pubmedqa_976,Subclavian steal syndrome: can the blood pressure difference between arms predict the severity of steal?,yes
pubmedqa_520,Maternal creatine homeostasis is altered during gestation in the spiny mouse: is this a metabolic adaptation to pregnancy?,yes
pubmedqa_838,Risk factors for avascular necrosis of bone in patients with systemic lupus erythematosus: is there a role for antiphospholipid antibodies?,no
pubmedqa_962,Do liquid-based preparations of urinary cytology perform differently than classically prepared cases?,yes
pubmedqa_64,Can we measure mesopic pupil size with the cobalt blue light slit-lamp biomicroscopy method?,no
pubmedqa_812,Do acute changes in heart rate by isoproterenol affect aortic stiffness in patients with hypertension?,no
pubmedqa_14,Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,yes
pubmedqa_156,Inpatient versus outpatient management of neutropenic fever in gynecologic oncology patients: is risk stratification useful?,yes
pubmedqa_40,Biomechanical and wound healing characteristics of corneas after excimer laser keratorefractive surgery: is there a difference between advanced surface ablation and sub-Bowman's keratomileusis?,yes
pubmedqa_492,Should tumor depth be included in prognostication of soft tissue sarcoma?,no
pubmedqa_379,Risk factors for major depression during midlife among a community sample of women with and without prior major depression: are they the same or different?,no
pubmedqa_187,Prevalence of chronic conditions among Medicare Part A beneficiaries in 2008 and 2010: are Medicare beneficiaries getting sicker?,yes
pubmedqa_763,Does aerobic fitness influence microvascular function in healthy adults at risk of developing Type 2 diabetes?,maybe
pubmedqa_216,Quaternary cytoreductive surgery in ovarian cancer: does surgical effort still matter?,yes
pubmedqa_791,Cancer of the buccal mucosa: are margins and T-stage accurate predictors of local control?,no
pubmedqa_52,Does pretreatment with statins improve clinical outcome after stroke?,no
pubmedqa_878,Can vitamin C prevent complex regional pain syndrome in patients with wrist fractures?,yes
pubmedqa_337,Is the atopy patch test with house dust mites specific for atopic dermatitis?,yes
pubmedqa_748,Women with synchronous primary cancers of the endometrium and ovary: do they have Lynch syndrome?,maybe
pubmedqa_719,Preparing patients at high risk of falls for discharge home after rehabilitation: Do we meet the guidelines?,no
pubmedqa_724,Some aspects of social exclusion: do they influence suicide mortality?,yes
pubmedqa_295,Can mental imagery functional magnetic resonance imaging predict recovery in patients with disorders of consciousness?,yes
pubmedqa_701,Pancreas retransplantation:  a second chance for diabetic patients?,yes
pubmedqa_251,"Is gastric electrical stimulation superior to standard pharmacologic therapy in improving GI symptoms, healthcare resources, and long-term health care benefits?",yes
pubmedqa_726,Informed consent for total hip arthroplasty: does a written information sheet improve recall by patients?,yes
pubmedqa_461,Pitfalls in urinary stone identification using CT attenuation values: are we getting the same information on different scanner models?,no
pubmedqa_455,Treatment of vitamin D deficiency in CKD patients with ergocalciferol: are current K/DOQI treatment guidelines adequate?,no
pubmedqa_996,Is there any interest to perform ultrasonography in boys with undescended testis?,no
pubmedqa_815,The insertion allele of the ACE gene I/D polymorphism. A candidate gene for insulin resistance?,no
pubmedqa_862,Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,yes
pubmedqa_269,Does obstructive sleep apnea affect aerobic fitness?,maybe
pubmedqa_201,Can a Novel Surgical Approach to the Temporomandibular Joint Improve Access and Reduce Complications?,yes
pubmedqa_161,Treadmill testing of children who have spina bifida and are ambulatory: does peak oxygen uptake reflect maximum oxygen uptake?,yes
pubmedqa_555,Is minilaparoscopic inguinal hernia repair feasible?,yes
pubmedqa_729,Discharging patients earlier from Winnipeg hospitals: does it adversely affect quality of care?,no
pubmedqa_401,Body dysmorphic disorder: does it have a psychotic subtype?,yes
pubmedqa_702,Factors determining the survival of nasopharyngeal carcinoma with lung metastasis alone: does combined modality treatment benefit?,yes
pubmedqa_476,Can routine offering of influenza vaccination in office-based settings reduce racial and ethnic disparities in adult influenza vaccination?,yes
pubmedqa_821,May mean platelet volume levels be a predictor in the diagnosis of pelvic inflammatory disease?,yes
pubmedqa_771,Schizophrenia patients with high intelligence: A clinically distinct sub-type of schizophrenia?,yes
pubmedqa_105,Does screening or surveillance for primary hepatocellular carcinoma with ultrasonography improve the prognosis of patients?,yes
pubmedqa_565,Is low birth weight a risk indicator for congenital cytomegalovirus infection?,no
pubmedqa_389,"Recovery Outcome Measures: Is There a Place for Culture, Attitudes, and Faith?",yes
pubmedqa_1,Landolt C and snellen e acuity: differences in strabismus amblyopia?,no
pubmedqa_937,Can distal ureteral diameter predict reflux resolution after endoscopic injection?,yes
pubmedqa_982,Intravenous administration of metoclopramide by 2 min bolus vs 15 min infusion: does it affect the improvement of headache while reducing the side effects?,yes
pubmedqa_561,Are Reviewers' Scores Influenced by Citations to Their Own Work?,yes
