id,text,sentiment
yelp_386929,"I agree with one reviewer here, there has been a bunch of Thai restaurants popping up all over Ft. Apache lately and I've tried most of them and so far my favorite is still Archie's, UNTIL I found this place!\n\nI called and ordered take out and the food is ready in 15 minutes.\nEverything was delicious and just the right amount of spice.\nI usually order a 2 spice level and most of the time it will be way too hot but not this place, they got it just right.\n\nI ordered:\nSIlver Noodle Salad, Thai Fried Rice with Chicken, Thai Spice Noodle with Beef, and Yellow Curry and my total was $29! It's the cheapest Thai restaurant around here and the food is delicious and very generous portions, what more can you ask for?",positive
yelp_16900,"Wow...if you are looking for a great date bar to take a lady for a fine drink and want to set the mood....this place is definitly at the top of the list for me and you would be wise to place it on yours as well. Super dark, swanky, candles, couches,great dj and some nites they have live acoustic. If your date is not into you by the end of the evening at this place she never will be my man. I am pretty sure if Tiger had a mistress in Phoenix and didnt want to be seen he would take her to Merc Bar.",positive
yelp_45022,i remember eating here a lot when i was a kid and always enjoying it. Has a very old school feel to it that is unlike anything else on this side of town.\n\nI havent been here in over 15 years and cant wait to stop by next time im in town.,positive
yelp_124305,"Good place to have sashimi, sushi, oysters and soft shell crabs as part of all you can eat. The service is good, the waitress Pattie is very attentive and always takes our next order when we are done our plates.\n\nThis is the only all you can eat sushi restaurant we eat in Las Vegas as a local resident !",positive
yelp_55645,"I'll admit, I haven't tried any other Thai restaurant in Vegas, just yet. The BF loves this place because they serve this beef jerky appetizer that is a bit unique and tastes pretty good.\n\nOcha Restaurant is located right next to a motel, between a couple of chapels...not too far from the Stratosphere. You can hop on over to Luv-It Custard after wards!\n\nI was there the other day and made it in time for their lunch specials. Not wanting to fill up too much since it was a late lunch, I went for the standard pad thai chicken lunch special. For $5.95, it came with rice and an egg roll. The pad thai was standard and it decent lunch overall. The real winner was the Thai iced tea ($2.00). I used to make it all the time for my old job and they make it pretty good over here. Yum yum!\n\nOverall, a 3.5 star rating. It's a no frills kind of place. No particular ambiance or anything, you're really here for the food.\n\nLunch specials: $5.95 Mondays through Fridays, excluding holidays. 11:00 am to 3:30 pm\nDinner specials: $7.95 Mondays through Fridays, excluding holidays. 6:00 pm to 10:00 pm\n\nUpdate! 04.18.08 - Grabbed a quick dinner and had the rice noodles with gravy. I had it with vegetables instead of meat and they really loaded up on the veggies. (It looked more like a vegetable dish than a noodle dish!) So, they are definitely not skimpy there! The BF had his favorite, the Thai Beef Jerky (Nice tender beef brisket in thai spice sun-dried then deep fried.) $7.95. I've never had it anywhere else and it's pretty tasty, you might want some sticky rice with it! We also shared a gigantic order of Thai tea. You have to request this special size since it's not on the menu, but it's a honking cup!",positive
yelp_432137,"Nothing special. The service was slow. The burger was OK, the bun was the best part. Fries were hot and crispy but not overly flavorful.\n\nI prefer SmashBurger.",negative
yelp_378632,Just wanna say she put ice in my cup with her hands....... enough said.,negative
yelp_334625,I LOVE THIS PLACE! Great Bagels and smiling friendly people!,positive
yelp_371996,"We had a destination wedding at Talking Stick and everything was amazing. \n\nThe restaurants at the resort were plentiful and delicious, our room views were fantastic, the pool was filled with fun. \n\nMy rehearsal dinner dress was ruined by an iron in our room and the front desk was very responsive and did their best to rectify the situation.\n\nThe casino is great, but if you have no interest in gambling the casino vibe is easily avoided.\n\nI can't recommend this resort enough and would be glad to return.",positive
yelp_422754,"Love this poker bar when it's not teeming with smokers. The decor is funky and the color changing lighting is awesome. Big, comfy chairs guarantee you will be here a while. The draft beer selection is decent- Anchor Steam, Stella, Blue Moon. \nYears ago when this bar opened, they featured speciality cocktails that were very good. I always forget to ask if they still serve them. The bar is 2 sided, with poker machines on both sides. And it's centrally located within the casino.",positive
yelp_162449,"The cookies are good and the cafe latte was fine, however...\n\nSaw this place listed in the Palazzo's restaurant guide. There's a photo that shows a fully stocked bakery. It looked really good, so I marked this place for the following morning's breakfast. Mistake.\n\nFirst, there's a vast selection of breads shown on the shelves in baskets--in the photo. When I went late Monday morning, the baskets were empty and stacked carelessly on the shelves. I inquired about the bread, and the lady pulled some monster loaf out of a plastic bag. Too big, and that's it? Terrible presentation of the breads, clearly they're not selling many.\n\nOrdered a selection of dry Italian cookies. They tasted good enough, though I'm hardly an expert of them. Also ordered a cannelloni; it was decent, but when it comes to these I prefer less sweet and more ricotta in the filling.\n\nThe absolute mess was the sandwich. With everything else, I ordered a mozzarella with grilled vegetables sandwich to go. The first surprise when I got back to the room was that it was a hot sandwich. The second surprise was when I unwrapped it's aluminum foil and a bunch of sandwich juices dripped out onto my clean pants. What? Why was this sandwich dripping juices? Why was the bread soggy? Why was the lettuce wilted? I thought it to be perhaps one of the worst sandwiches in recent memory. The ingredients were good by themselves, but a hot soggy sandwich with wilted lettuce is nothing that anyone should be served.\n\nI'd definitely look for another option.",negative
yelp_283894,"Wow, this place is amazing. Ate here today and I was amazed by how pretty the place looked and the food was awesome! Definitely a carnivore's paradise :) they go around with skewered meats and they were perfectly cooked (med rare) and omg their salad bar was incredible! So much choices, all food seem fresh. And oh yeah, our server was so professional, very attentive, I believe his name was Raphael. Thank u for ur awesome service, definitely going back again just coz I received great service n of course the food was delicious :D",positive
yelp_302876,"To the server who served my fiance and me, this is not about you. It's about your employer.\n\nThe food is ridiculously over priced. PLEASE read the menu before sitting down. We did read the menu, but as the other restaurants in the airport were super-greasy, we opted for Burke in the Box. The salad and soup was mediocre in flavor. The portion on the salad was bigger than I expected. (If I order a soup and a salad, I think of it being a cup of soup with a small/side salad, not a full entree of a salad with a cup of soup.)\n\nThe server we had was so sweet and attentive. She was a delight to speak with and did her best to handle the grumpy comments of another customer seated behind us.\n\nSummary: if the other restaurants in the airport aren't sounding good, come here BUT be prepared to fork over a wad of money as the prices are high.",negative
yelp_390801,Less than zero - closes too early for a frequent traveler.,negative
yelp_12706,"This is an amazing little shop on 22nd St and McDowell. I found out about it from a Polish man who was searching for ingredients to make Polish moonshine. We were discussing the paucity of delicatessens here in the desert (a theme that transits my reviews) and he mentioned that this place was everything you wanted out of a deli. He was correct.\n\nMuch like the best delicatessens, the food is ethnic. Eastern European sausage is their specialty. You can get other stuff, and it is also good. However their selection of handmade Eastern European sausage is absolutely phenomenal. \n\nThe woman behind the counter is also terrific! You get the sense that she would rap you on the head with a spoon if she could get away with it. My first time in, I was reading the menu, she walked up and asked, \""""What you want?\"""" in a heavy (likely Polish) accent. When I hesitated, she exclaimed, \""""C'mon, what are you hungry for?\"""" Don't let the gruffness fool you, she is only bringing home the point that we spend too much time at places like Subway ordering their \""""meals\"""" than thinking about what we'd like to eat.\n\nI go two hot dogs that first time, they were absolutely amazing. I mean they were hot dogs, just amazing hot dogs. Since then I have also tried the polish sausage, a turkey sandwich (just a bite) and the pierogies...OMG the pierogies! \n\n--why is it that any place that makes pierogies only sells them by the dozen? they are soooo heavy!!!--\n\nAlso there is an amazing selection of Eastern European groceries, everyting from jams and jellies to Kosciusko mustard and candy bars. I don't think there is another spot in the valley that has some of this stuff!\n\nThis place is a must hit here in the valley. People who care about the food they serve you, and enough character to write a novel about. Go and check them out, you might find out about a sweet concert coming up from a Polish pop band as well!",positive
yelp_448429,"My boss took me to this place on their stop in NoDa. We ordered our tacos from truck (my first visit I had drunken chicken, my second time ever I had one of their specials) then went into the NoDa Brewery for some beer while waiting. The man brought our tacos into the brewery for us. The platter comes with two tacos and a small side. I got green rice, which is sooooo delicious.\n\nThe tacos themselves were sheer heaven. The filling was delicious and was cooked perfectly. Needed some napkins as my drunken chicken taco was a little drippy, but I didn't care that I made a mess of myself. It was delicious and I was off the clock.\n\nI have a frequent visitor card to the Tin Kitchen and I fully intend on filling that card SOON.",positive
yelp_450337,"A joke of a store. They only buy 2 sizes per item which means their selection is VERY limited. Whoever does their buying needs to change jobs. Their jean sizes are awful. Picked up a pair of jeans that were size \""""15\"""".... more like size \""""9\"""". Measurements are royally off.",negative
yelp_366315,"Went to the VIP Grand Opening last night for the new Smashburger. This one is awesome. Not only is the location close to CenPho but it fills in a space that is in need of decent food. \n\nThe new Smashburger is on the side of the Best Buy next to the Cold Stone. They have some outdoor seating and big windows so that you can see in and see what is going on. \n\nThe place is nicely laid out and there are a decent number of tables (more than the Tempe location). The staff is friendly and helpful.\n\nAs far as the food goes - well, it is Smashburger. You can expect to get yourself a salty burger, some slightly greasy fries, and a yummy HaagenDaz shake. If those are up your alley, then you will love this place. In my opinion, they make the best fast food burger around.\n\nIf you haven't gotten out to the Tempe location or the new Avondale one yet, go hit this one up. Im sure it will be packed come lunch time.",positive
yelp_479797,"Overpriced. Not the best carne asada fries, not even close! Nacho cheese on them instead of regular shredded cheese....doesn't make sense. We asked for no guacacmole and sour cream, still got it on our fries. Not coming back.",negative
yelp_117351,"Ate here for lunch, and ordered the Krispy Chicken Sandwich and Fries. \n\nThe sandwich was bland, but the sauce they use is pretty good. Everything else in the sandwich didn't have much flavor in my opinion. The fries were pretty good though! \n\nThe service was good, and they got out order right! Wait time before we got our food was about 10-15 minutes, which was fine considering it was about 12:30 pm on a Saturday. \n\nWill probably not eat here again.",negative
yelp_218426,"Been searching for a salon now here in Vegas for about 4 years. I've basically been grouponing salons and trying them out in order to find the one that I really enjoy. My experience at hotbox was amazing. I was early and a little nervous because the groupon I had purchased included color. I haven't colored my hair in 6 years. But the staff was great. Immediately I was offered coffee, in an actual coffee mug mind you, and was treated very well. Tara, my stylist suggested chunky highlights instead of all over color because my hair is so dark. The morrocan oil treatment was amazing to my hair. Checking in on yelp that day also qualified me for a free brow wax which I appreciated because I needed it anyway. I came back to claim that deal and I believe I have also found my waxer. Hell, even my boyfriend loved her. She cracked us up as I was getting waxed and offered us her business card and brochure an explained in detail all of her services. I like when salons get comfy with their customers. When they actually listen to what the customer wants but then doesn't try to steer them into something they don't really need. All in all, great salon. I think my hair has found a new home.",positive
yelp_78926,"We loved it! Great service, great prices, clean and yummy food! Love the chips and salsa!!",positive
yelp_419889,"I'm so bummed the Improv is closed now, as we're only stuck with this venue. The show was excellent and the view of the performer is amazing. Seriously, great inside and had a great time at the show, however everything else was terrible. I can't wait until they step up their customer service game, because then this place will be awesome.\n\nWe had the 9:45pm show tickets. We waited outside while it was still blistering hot outside. We had nice clothes on and we were all sweating so much. We couldn't get in until 9:45 or 9:50 - seriously? I thought that's when the show started? Nope, it started much later than that. When we were sat we were all super dehydrated but there was no water in sight. Is that even legal? Good god the service was horrible. You have to ask to know what beer is available, because all they give you is a terrible menu full of drinks only 21 year old girls would order (no offense, I was one too). No complaints about the 2 drink minimum, it's standard, but c'mon. At least advertise that you have a full bar. Because god knows it's difficult to hear your waiter when that place is packed. So going back to the fact that we're all dehydrated and pissed from standing in line, we asked for waters right away. We waited FOREVER to get our drinks. DRINKS! And no water. We asked about the water and he said he'd get it for us right away. Not so much. I couldn't wait any longer. We were parched! I marched into the lobby and and asked for assistance getting water. Minutes later the waiter came back to the table and asked if we still needed water. Um, duh? We told him we had to go get it ourselves. Such a poor customer service experience the first time I was there. The girl in the lobby was awesome though, she even helped me carry in the drinks. I would recommend that on a hot day they have pitchers of water available at the tables when guests first come in. You're lucky someone didn't pass out waiting for water at the event!\n\nAnother issue I had was the prices. It was I think $20 per person for a ticket and the drinks were extravagantly expensive. It was another $20 per person for the drinks. I can't believe we shelled out $50 per person for a night out at a comedy club. I'd like to come back more, but I can't imagine dropping that kind of change often.\n\nPS the Sangria was literally the worst drink I have had ever made at a real bar. I would ask for my refund but I was already so mad about the lack of water I didn't want to cause a scene. Stick with the liquors.",negative
yelp_216692,"I don't know what everyone is raving about. The decor is nice, a little space-agey but nice. The food is very mediocre. It was very over priced and the selection wasn't great. My friend who is a vegetarian, couldn't find anything other than a pizza to eat. And she didn't like goat cheese but she didn't have a choice. They need to cater to vegetarians as well.\n\nbottom line: the food is a 2 out of 5. Decor is 3.5, service was good but it wasn't worth it. I was w/ a big group and had recommended it and felt bad cuz it really wasn't great. It was the first time I felt wronged by the yelper reviews I had read that enticed me there.",negative
yelp_159428,I had the lunch buffet and I was not really blown away. The price is on the low side as far as buffet goes but I was not really that satisfied. The service was good but the food was not memorable. Typical buffet food.,negative
yelp_200011,"Mimi's is unlike many other big chains because their food is French inspired, and most people go here for their favorites...French onion soup, corn chowder, muffins, and the carrot bread. But I think most everything on the menu is very flavorful and delicious. It's unique from the other big chains. I love the decor...so cozy and lots of things to look at. I also love the free bread basket for dinner. Sometimes I have been here and service has been a little slow, but they always make it up to you with free food. I love Mimi's! We go here quite often.",positive
yelp_421127,"I'm a huge fan of Mediterranean food so we decided to try this place out for lunch on a Saturday.\n\nThe place has indoor and outdoor seating which would be nice on a warm day. (we sat indoors as it was not)\nVery casual dining atmosphere.\n\nThe food was very good and the price was very reasonable.\nI had the Gyro sandwich combo with soup and a drink and it filled me up.\n\nThe only downside that prevented me from giving 5 stars was that the Baklava that I ordered never came... The brought out all our food except for the baklava but since we were so full we forgot about it until we got back home... so partially our fault too I guess??\n\nEither way, good food, good service, good price = Will be back.\n\nGood to take friends, family, coworkers, and a date.",positive
yelp_138541,"Without a doubt, one of the best in Vegas! We had the Filet with Merlot Butter, Scallops, Trout Almondine, awesome, awesome, awesome! You really can't beat the view (patio view of the Bellagio fountains), food, price for the quality of food on the strip, and romantic to boot!",positive
yelp_34933,"I've already expressed my love for Chompies in my review of the Tempe location, but after having brunch at this location this morning, I need to do the same for Scottsdale. \n\nI'm not usually a fan of big menus. But since pretty much everything at Chompies is good, let them cook whatever they want. I met a friend here at 11am and had some trouble deciding between breakfast or lunch. As I looked through the menu, the omelets caught my eye. I had the Spanish Omelet which has black beans, onions, tomato, cheddar and jalapeno jack cheese. It also comes with potatoes and a bagel or toast for $8.50. Not only Delicious, but I'm set for the day.",positive
yelp_59107,"This place is what it is. The draft beer is really cheap and tastes fine. I haven't had the fries, but the person I was with didn't like them at all. The seating is not ideal, because if you want a casual drink you basically have to sit in the bar or these booths that look a bit dated. I was a little confused walking in because we sat at stools adjacent to the bar, but no server came. So we realized we had to walk up to the bar to order, which was a bit strange.\n\nThe crowd doesn't seem too bad. If you want cheap beer while smoking cigarettes, this spot is ok. I just wouldn't expect much more than that.",negative
yelp_325350,"I love this tropical smoothie, customer service is always great and food is amazing! Seems like this is the only one that has macroni salad. Love this place!",positive
yelp_142170,"I've kept my eye on Craftsteak as well as a couple other restaurants but I was feeling for a good flat iron two nights ago and choose this place over Fleur De Lys and Mesa Grill. \n\nHoly hell. I was so pissed to find out that Restaurant week in Vegas ended during the first couple days of my visit. I wanted the get the tasting menu that was $85pp but only $50 the day before! Should have punched myself in the face for that mistake.\n\nEither way, everything was freaking delicious. The strength of the meal came in the steaks, scallops and sides. Perfectly cooked to a medium rare. The appetizers were good, but comprised of nothing cooked, so it was harder appreciate dishes that came in various marinades and dressings (we had shaved fennel salad, cucumber and watercress salad, buffalo mozzarella and proscuitto with figs). I would've appreciated the roast quail but they were out for the night. Dessert was good too, I'm a sorbet girl so I loved the peach and chocolate sorbet. Tasted like cocoa ice cream without the ice cream texture that I don't like. We also had molten chocolate cake and monkey bread which my bf loved.\n\nPortions were HUGE. We could've fed at least 3 ppl with the food we received.\n\nService was great. The waiters weren't snobby at all, even though me and my bf were the youngest kids there. I was a little annoyed that they kept on referring to the Wagyu beef as Kobe...because its not the same thing. But the \""""lead\"""" waiter even recommended a cheaper tasting menu that fit our tastes better, instead of recommending the more expensive one that would result in a bigger bill.\n\nWhy the one star off? I'd like to see a better appetizer in the tasting menu we got. Also, I really thought the food was good but our bill came out to $275 for two people (we split 3 glasses of champagne) which I thought was hefty for food that was plain in idea and execution and not super innovative or unique. I think if I paid Restaurant Week prices I'd be a little happier but all in all, we had a great meal.",positive
yelp_324917,"Im from CA and this is by far the only decent coffee place I have tried in AZ. \nI seriously am so glad I was recommended here, if not I would hate AZ even more.\n\nI LOVE the kicker so delicious and flat out perfect.\n\nHIGHLY RECOMMEND Dutch Bros",positive
yelp_286147,"This is my local bar.\nStaff is fantastic.\nBeer list is awesome.\nFood is way above average for a bar.\nThey love the Pens, as they should.\n5 stars.",positive
yelp_402337,"Had my first Smashburger experience at this location. Staff was super helpful in guiding me through the menu and options. The guy was patient and considerate. However, in my opinion, it is a tad expensive for what it is.",positive
yelp_517171,"My wife and I came in on a Saturday night around 7:45. Got seated immediately. Salsa was great, chips on the other hand, not so much, too thin and oily. My wife had the cheese enchiladas which she said were mediocre. I had the pulled pork plate with the chorizo beans. First off, you can tell the meat had been sitting for a few hours, it was hard and dry. The beans had no trace of chorizo. The only good part of the meal was the actual plain taco. On top of that tr server made us wait 20 minutes after our meal was done to get our bill. Will not return.",negative
yelp_480444,So good love this place!! Super affordable and the ppl that work there are always really nice.,positive
yelp_44706,Today this cafe suck for customer service.. The wait staff is clueless on the customer experience. The food is okay but there better choices up the road.,negative
yelp_64290,"I have heard that it takes great bread to make an excellent sandwich. With places like this around Pittsburgh there is no reason for Subway visits for this guy. Subway has $5 footlongs well this joint has $5 dollar square foot subs. I swear this is one of the largest and tastiest sandwiches I have had from a deli. I felt like I was playing where's waldo upon entering this small supermarket because it was packed with food and people. I really enjoyed the roasted peppers that they put on this sandwich. There is no room in here to eat so to complete the experience I pulled up a milk crate out front and ate my lunch there. You have to come and try a sandwich here I think you will be happy with something about it, if not the huge size, than the experience alone is worth the $5 dollars.",positive
yelp_473392,"By and far the most authentic and tasty Indian food I have tasted so far in the US. I had come all the way from Albuquerque to try their food and every dish we ordered was very well prepared that I felt that I was back in India. Even though there are some delays in service at peak hours, it is obvious largely owing to their awesome food.\nI will come back again to Phoenix just to try the food here. Hats off to the team there!!",positive
yelp_45855,"We had a great experience. One of our greatest difficulties is finding a restaurant that has a decent kid's menu. We ordered the rib basket for our two little ones and they loved it! The meat had a nice flavor without an over abundance of salt. Also, the peanuts helped keep our kids entertained while we waited for our food.\n\nThe service was top-notch. Our kids food was to our table quickly (which we always ask for) and our food was not too far behind. My wife had the smothered chicken which was moist, flavorful, and nicely balanced with onions, mushrooms, and cheese. I had the 8 oz sirloin prepare to a medium which was actually done correctly. My sweet potato and grilled onions were excellent sides to complement the steak.\n\nOverall, fantastic experience. It is definitely a \""""go-to\"""" for my family when we are craving a solid meal for a great price.",positive
yelp_430886,Took my poor sick dod there and she got misdiagnosed\nAnd she ended up passing away\n\n\n\n;( \n\nOh and over priced 40 for a post op are u joking,negative
yelp_78050,"I'm not sure why this place is rated so highly. As a girl I love to go to strip clubs. The interaction is what makes it exciting but all you have here is great pole work and dollar \""""bush dives\"""". No interaction whatsoever other than having a girl put her thang in your face every time you tip them. Then one of the strippers literally came off stage, made out with the guy next to me, Then she made out with the stripper on stage. This place is trash.",negative
yelp_128208,"Sunday School at Body English is a great party. It's nice to hang in Vegas on industry night when a lot of the tourists are boarding planes. I spent most of my time in VIP lounge. It's small and hot but the music ROCKS. After 3 days in Vegas, the top 40 mix gets tired. The DJ in VIP lounge really know how to spin. My man Terry hooked me up for entrance. He's the promoter at Hard Rock and a Vegas God. If you get a chance introduce yourself. You won't be disappointed.",positive
yelp_452285,"Overall, this place is too expensive for what you get. I might recommend it if you are a fresh college grad moving to work in uptown Charlotte. In my experience the front desk staff is generally rude and unaccomdating\n\nThis used to be one of the best options in south end. With all the new places popping up along south boulevard, you might as well skip mosaic and take advantage of the month or two free rent the new places offer. \n\nRelatively quiet, but depends on where you live in the building. The pool doesn't get any sun based on where it is located, and it's too crowded to really use. \n\nYou can't beat the convenience and location, but you pay for it, and to the staff, you are just another $$$.",negative
yelp_516584,"I just got my couch, and oversize chair delivered and I couldn't be happier! the sales guy (Chris) helped me with the design and fabric choice and they came out more perfect than I expected (especially for the cost) \nI got better quality and style for under $500 than my last set I bought for twice as much 8 years ago.\nI'll def be a repeat customer!",positive
yelp_473771,"Just had lunch here and it was awesome! I got the catfish, greens and potato salad; hubby got the two piece chicken, mac n cheese, and greens - it was all wonderful. The catfish was honestly some of the best we have ever tasted, no joke. \n\nThe owner is SO incredibly nice and welcoming, and talented in the kitchen. However, his daughter is a different story. I feel bad because her attitude is surely negatively affecting business - there were only a handful of people in there at lunch time.\n\nI hope they stay open because this is a one of a kind place with nothing like anywhere near Tukee!",positive
yelp_218838,I have bought several cars at Gaudin and have never been anything but happy with my sales guys and my service. If you didn't get to buy a car from Eddie Smith you missed out! But tons of great guys there to help you!,positive
yelp_273978,"I just started working in the area, and came in for lunch. Nice little spot, fresh looking ingredients and friendly staff.\n\nI just got a tuna sandwich ($5.50), and a kombucha. They made the tuna sandwich on spot, very yummy, and the Kombucha was $4 (cheaper than usual $5 in places).\n\nI'd return.",positive
yelp_349957,"Service was great, atmosphere was cool. The food was lighter than normal Mexican but still tasted authentic. I'm big on beans and rice and chips and salsa. This place was excellent with all 3. The food is also really well priced. I got a two taco plate - 1 veggie and 1 shrimp. Both were light and tasty. The portion sizes were not oversized which I actually appreciated. Will definitely come back.",positive
yelp_533028,"The food at Monsoon Siam was delicious. There were enough quirks and drawbacks in the service and ambiance, however, to make it unlikely that I return soon. \n\nWe ordered tom ka soup with mushrooms as a starter and the spicy roasted tofu with basil and the spicy eggplant with tofu for entrees. The soup came with one spoon and I asked for a second. It came from behind me as the server passed it over a wall dividing the dining area from the kitchen over my shoulder, which was really awkward. I ordered brown rice ($1.99) with my meal, but white rice ($0.99) came instead. It took a long while before the server checked in so that by the time my brown rice did come, we had nearly finished our meal. Our plates were ice cold (though the food was hot) which wasn't a pleasant sensation.\n\nThe soup and the entrees were all quite tasty, though the tofu in my stir fry was more deep fried than stir fried (as advertised). The portions were adequate, but I had no leftovers like I usually look forward to at Lao Laan Xang. The roasted tofu entree comes with a side of steamed carrots, snowpeas, and cabbage that were essentially a flavorless plate filler. \n\nA final drawback: the restaurant was freezing. It was so cold that we ate in our winter jackets and stared at the video playing of a fireplace hoping it would help. The kitchen staff and some of the servers were wearing hats and gloves to stay warm, and other patrons were dining in their big winter hats. Given that I had sought out Monsoon Siam for a hot, fiery meal to ward off the January cold, a cold restaurant was definitely a turnoff. \n\nI'd order delivery from here in the future, provided they remember my brown rice. I'll likely wait until summer to try dining in again because I just don't want to be that cold when I'm eating.",negative
yelp_161684,"Large portions, average food, and bad management. The atmosphere is kind of cheap looking compared to all the other fine restaurants on the strip. The dishes ranged from $18 to $30. I was not impressed with this place, and will not go back due to the way my girlfriend was treated. While I would give this place 2 stars (based on food quality/taste/price), my girlfriend would definitely give them ZERO stars. Her steak, ordered medium rare, came out fully cooked and dry. We were in a party of 12, and it took about 45 minutes for the server to bring out a new steak for her. That steak was cooked \""""well\"""" which really upset my friend. Not only was everyone done eating, her steak was still overcooked. The final straw was that the manager still charged her for her portion even though she didn't eat the second steak and it was not prepared as ordered. While the server was nice, I think it was wrong of management to charge her for her $28 steak when it was clearly overcooked a second time.",negative
yelp_55802,"Cool place to come kill some time,I come here to buy my levis, cus they got the big sizes. Also ther is a place that sells Chicano rap CDs",positive
yelp_73197,"Average americanised Chinese. My girlfriend and I have ordered take out numerous times. This last time we both ordered the sesame chicken dinner special with an egg roll. After about 8 hrs we both became violently ill. I have had diagnosed food poisoning before and this was it. My guess would be the egg rolls. Again this was an isolated incident, but we will not be eating here again.",negative
yelp_397215,"I stayed at the Wyndham this past weekend and have mixed feelings about it.\n\nThe lobby and the front desk staff, upon arrival, really impressed me. I thought they were friendly and wished me an enjoyable stay - off to a good start. I arrived in the room which was in great condition. I didn't think it was run down as a few of the other reviews stated. Besides, a room is just a room - how much time do you spend in there anyway?\n\nI throw my stuff down... and, of course, head right for Primanti Bros. My plan was to jump right in a cab - on a Friday night at a hotel, it should be no problem getting a cab. Well... there are no cabs to be found. This isn't necessarily the hotel's fault, because I found out that apparently, cabs in Pittsburgh are hard to come by. HOWEVER, the bellhops and the valet guys did not tell me this. Instead, they say that one will come around soon. Not only did a cab not come, but the bellhops didn't tell us that the hotel offers a free shuttle service anywhere within 3 miles of the place. HELLO!? Now would be a great time to tell me that!!!\n\nRoom service: 2 bagels, 2 orange juices = about $30. INSANE.\n\nAt checkout, I was supposed to receive a special rate - buy one night, get the second half off. They charged me full price for the second night at checkout. Had I not examined the receipt carefully, I wouldn't have noticed. Bullshit. I brought it up and they quickly took a look at the computer and fixed it. \n\nOverall - mixed feelings.",negative
yelp_519597,"The lady taking our orders was pretty rude, but that's whatever she could have bad a bad day.\nBut the guacamole was almost this reddish brown all the way through, and the rice was in balls and the meat was pretty much uncooked.\nWe got it to go so we didn't know until we were home, but it was pretty disappointing haha.\nThere was a worker with a nice hair cut so that made the eh food okay :)",negative
yelp_206394,"Lets start by saying when you walk in, you get a real good feeling this is going to be good.\nWent at lunch time with a few coworkers and ordered from the specials. \nKorean bbq, with steamed white rice. The table is serves a few side disahes, kimchi etc.\nTried the fried dumplings and they were ok, will get the steamed next time.\nService was great and fast. The food was delicious.",positive
yelp_330521,"Pro. This place is sooooo good, but get there early cause they run out of the cracklin' early!\n\nhttp://www.flickr.com/photos/theedinburghblog/3018936259/",positive
yelp_385928,"The vegetarian options were numerous and delicious. I wouldn't do the veggie paella again though. Happy hour cannot be beat. When the weather allows, the outside patio along the canal is a great place to be.",positive
yelp_260432,"This place could have been amazing, I'll never know.\n\nMy husband, who is vegetarian/vegan, and I, being Vietnamese, thought this would be a great place to try during our visit to PHX this past weekend. \n\nThe trouble started when the owner, a white man, asked me why I didn't have a \""""vietnamese nose\"""". I was taken aback, and did not know how to respond. I said, \""""what do you mean?\"""" he replied, \""""you know, wider and flatter. You know, my wife is Chinese and raised in Vietnam.\"""" I was flabbergasted. I mean, I know he wasn't intending to be hurtful or borderline racist or whatnot, but it really bothered me that he felt he could say this to a complete stranger, let alone a patron in his restaurant, and that he felt justified simply because his wife is asian?? All I could muster up was \""""uhhh you'll find that people can look a variety of ways.\"""" \n\nI don't know, even though he apologized, my husband and I were left with a very bad taste in our mouths and we ended up leaving before we could order. \n\nThe owner was just weird, unprofessional, and inappropriate. It doesn't matter if the food is good, we weren't even able to get to that point. It all turned out great though, because we ended up going to Green (see my review) that was close by, and it ended up being even better.",negative
yelp_249714,"I tasted Breadfruit's sweet potato bread pudding for the first time at this years West of Western. (and then a second, third and fourth time until they asked me to stop eating all of their samples...) So when contemplating restaurants for my birthday dinner Breadfruit was at the top of a very short list. \n\nSince I work in wine I think Breadfruit's BYOB policy is fantastic. Ignore anyone on here who complains about the $5 corkage fee because the markup most restaurants put on a bottle of wine is well over five bucks (usually it's 2-3 times what they paid!). Plus BYOB allows you to bring exactly what you want to complement your meal (I would suggest a dry riesling, gewurztraminer or an un-oaked chardonnay). \n\nThe menu is small but there were plenty of options, even for vegetarians! I would have happily eaten everything from the appetizers section, but my dining pals and I set our sights on the plaintain avocado spring roll that is baked, not fried! I thought it was a creamy slice of deliciousness, and the accompanying chutney did not disappoint. My main dish was the Bok Choy and Mashed Sweet Potato....alright I've spent about 5 minutes sitting here staring at the screen because I don't know how to describe how great my meal was. Here's an idea: YUM. oh my gosh it was delicious, each ingredient and seasoning was a perfect and direct complement to all the rest. It was filling too, I mean, bok choy and mashed potatoes, that sounds like two side dishes to a \""""real\"""" meal, but this meal is the real deal. Finally, I went ahead and ordered the bread pudding again for dessert, it's just dense and lightly sweet and so satisfying. mmmm. \n\nBreadfruit's staff were very friendly and attentive and Daryl even came over to check on us at the end of the meal. The dining room wasn't crowded but we were being very loud (per usual) and no one seemed to mind in the least. What a great experience and delightful setting for a group of friends to celebrate the year's most important date: my birthday.",positive
yelp_357492,"Seriously...awful. Six representatives moving incredibly slow, I was at front of line and still waited at least 20 minutes before being helped. First car I got into had an engine problem. Second car has stained upholstery and an awful cigarette smell. The third car and eventual winner had 52,000 miles on it and later realized a loud braking issue. Neat. Absolutely awful experience. OH! Let's not forget that once you take the rental car shuttle from the airport you will need to take ANOTHER shuttle to/from their site. I'll pay a higher price next time for convenience, service, and quality. Fox never again!",negative
