text,gender,sentiment
Excellent service and great contact led!!!,M,1
Excellent BBQ appliance,F,1
"Awesome diversity of interfaces.comentaries about it, and information about why they became successful.",F,1
Awesome and friendly staff,M,1
Would this great for family or professional purposes.,M,1
excellent service,M,1
Bored at Amazon? Then Visit Apple.com! Apple has changed my attitude to buying Apple - it makes me happy to use Apple products.,M,1
"Fast selection, personalized cd-rom drives",F,1
Great service and assurance!,M,1
Quality service.,F,1
"Good parts, bad parts.",M,0
Absolutely the best online pharmacy online,F,1
Great how this is an option for home studio users who have purchased the rental operations...,M,1
10 out of 10,M,1
A very friendly and efficient service,M,1
Perfect labels as stated in low price corporate location,M,1
Best serivces I have ever used.,M,1
"Country Attire has emerged as one of the best Swimming Pools, plus additional anti-slip hard surface",F,1
like this comment,F,1
"Best service, my customer always appears",F,1
Good Store To Buy Pool Supply Its The Quick-And-Easy Way,F,1
"Fast delivery, cheap shipping, everything was great!",M,1
Excellent product,M,1
honed in one,M,1
Pricing is great - I can't go there without spending a few dollars on the same day and getting what I need:,F,1
great service anf best shipping prices!: Best prices,F,1
Can't find right switch for your windshield? PartsGeek can fix any problem! The customer service and prices really stand out!,M,1
Excellent company with excellent customer service,F,1
Excellent customer service сода арк,F,1
"Prompt and trustworthy!: initially my bag to send the phone didn't come, and they emailed me before i even noticed, sent me another, and told me when recieved. All went smoothly, very fast delivery and good customer service.",F,1
"Amazing service, good prices.",F,1
"Very good, quick service!",M,1
exactly what I was looking for,M,1
Best order guaranteed!!,F,1
"Excellent.: I've done three buy in HD, and two were two Whey Creatine Universal, all order arrived without delay and in perfect condition",M,1
Reliability and prompt delivery are important aspects for Mei.,M,1
Excellent car hire in Doncaster,F,1
Excellent,M,1
Awesome service,M,1
Simple service but good values My friends easily up prices,M,1
across from wayuu,M,1
"Excellent Service, and the best available price in the Toshiba business.",M,1
This is our first rating because partsgeeks always arrives in time- no shit,F,1
Excellent customer service,F,1
Fake Monroe Struts!!!,M,0
"Worst customer service abay can offer. i bought a projector lamp a year ago, they sent the wrong one, e bay gave me 2 phone numbers, both invalid, sent several e mails and even one threatening to involve the police, still trying to sort it out...",M,0
"Terrible customer service, & customer service goes a little beyond poor and over selecct.",F,0
"Never ate a Keto diet before on this site, I was going to give them a 5 out of 10 but I am so glad I didnt. Also nice side note have I witnessed KEAN foods sell in more places than most?",M,1
"This theme park failed sometimes, but it didn't worry me at all.",M,1
Best pharmacy - great service - very good price - great attitude - thank you -.,F,1
The Best Parking...,F,1
The Site Camping Behavior,F,0
I was very pleased with the way Global Airport Parking Organisation operated and had great customer service.,F,1
Best service in the since for the price,M,1
Very best service in Dundee,M,1
Absolutely superb for service and value,M,1
fast delivery,M,1
"Product information (A.F.M.S. Coffee is excellent quality and taste, delivery time is fast and normal shipping, product category is cheap and effective",F,1
How do I change my order?,M,0
"Excellent service, a good price",M,1
Pay it forward if you want to do a professional job reviewing your credit cards,M,1
"i like yelp i just bought some jewelry from this site for less than i think, even though it sound a bit trying, its so worth it",F,1
For cheap or expensive hotel for special occasion.Let me find the one cheap to the lowest price.,M,1
Excellent service - Great value,M,1
You'll be savvy and never let the excitement of listing a house overwhelm you.,F,1
Great resource for activities while vacationing in the Tropical Beach Islands.,M,1
Would you like to help a patient.,F,1
Perfect services.,F,1
IT reseller of engaging customer service and assisting in a reorganization of business.,F,1
Great Review for Merlin Cycles (Forthcoming),M,1
Five Stars,F,1
Purchase from the store was a bit of a nightmare.,M,0
Inkfarm offers the greatest printer supplies.,F,1
Good Kurtas and Blog post m ke for exercisewear and they bring back clothes for fashionable men. Great wide range and helpful service.,M,1
"Great service, quick delivery, and awesome prices!",M,1
"Excellent service, price and price",M,1
Best HDTV for Home Theater for Everyone,M,1
B & H Movers - Great Customer Service & Delight!,F,1
Excellent service and reliable shipping,F,1
Not everyone believes their bug'sail is bigger.,F,1
Shima Uma? I ordered for some mummy chocolates,F,1
"Animals like cat's, sea-chickens, cow's, or goat's aren't going to eat boxed foods. This product eliminate the mess and creates whole new meals for their family.",M,1
Very good service,M,1
Very satisfying order from ProMatchland,M,1
Tape Online fast and awesome,M,1
,M,1
Very good service,M,1
Best source for REAL supplements...,M,1
"Alas - Long wait, albeit pretty clean, no trikes, 30% charge for replacing after a Hubbard idiot gave you Gingerbreads - they will try to get your from any random franchising method, at nother price.",M,0
Terrible - I would never buy from them again.,F,0
Should i plug diagrams in the ingredients of a wheat glycerine homeofactured cereal,M,0
To all you guitar enthusiasts from the REAL LIVE playground - sign up here!,M,1
Can I get a 250 page web site on sisternet controlling software suspended in the throughout the world or should I wait for the Navy intelligence department to bring me web site this way,M,1
Vanagon motorcycles available.,M,1
"Goldstar provides only the most appropriately reviewed, confirmed and verified movies and sporting events to get people from all over the world to catch the best movies without paying one nickel for admission to sporting events or theaters for just 10 or 20 dollars! GO GOLDSTAR!view the areas and select any night of the week and no one will charge you what you expected or cost you anything else! eBay Best-of-showdeals2015",F,1
Easy and Fast Rent a Rat Pack to celebrate Halloween,F,1
"Saffron Rouge, About Free Shipping, Reviews, Meaninggiving, Advice",F,1
"Excellent parts, excellent service!",M,1
One of the bons prix cherssez en revanche!!,M,1
Great managed site,M,1
A great way to buy a squash racket,M,1
missprodegeting,M,0
"Excellent customer service, prompt prompt quick deliveries",F,1
I got them from Convenious Docs Glasses,F,1
Cant test it because of the water damage. Still get nothing back,M,1
"Very good service! Very friendly advisers and the car was cleaned and kept tidy! Worksted..code: 734, p.r) get in touch",M,1
Great Insurance Website!!,M,1
Mine,M,0
A great service from a great company,F,1
Helping small businesses succeed: Snapcap.com We Make Small Business Loans Available For Obsoletes And Justly Used Businesses.,F,1
My stay was perfect. Hotel clerk and current staff were very sweet and welcoming.,F,1
"Sniffy minds have a hope. As the members of the B&B Demographics Project well know the truth about false and misleading thumbs, few of us respect hairstylists on the same level as the client.",M,1
Taunton Leisure: got a pair of boots,F,1
Been plenty of facilities to choose from and easy to use.,F,1
Love Theweight Free Store - Very good quality on Yammer Box with AJT,M,1
Thank you for creating the best place for job hunters and for a job.,F,1
Best memory online,M,1
when it comes to photography i stay focused on b&h: great service fast and accurate shipping,M,1
BUY FROM HERE! 3 easy steps to buy your apparel here.,F,1
excellent ventilation in humid environment,F,1
My mirror locked up and blocked in bright sunlight!,F,1
Got user comments over the phone you get ten times the quote over what your phone was worth just because it contains the original logo.,F,1
Fast-value book-to-post phone buy for the price I paid,M,1
Geek Parts Was Easy to Do Business With Thanks,M,1
The GlobalWirePay system offers a good alternative to the more restrictive methods used by banks to process cash transfers,F,1
"research gig cart attorney - jd melberg, с",M,1
Good service with a quick turnaround.,F,1
Priceline.com is the cheapest way to get stuffers often!,M,1
good wonderful product and very high quality.,M,1
"Perfect transaction!: Delivery was a bit slow, but understandable during a 15% off sale. My only regret us that u don't have more money to order more!",M,1
Delivery was fast and the stuff was good,M,1
Where am I? - Go To online store for camera gadgets.,M,1
"Excellent service, Fast and efficient and kept me informed every step of the way.",M,1
Easy to select the right stuff for my home,F,1
Travelocity most expensive.: 10 couples traveled to Alabama for a vacation,M,0
Excellent supplier of Christmas Stars,M,1
Greatest & easiest shopping experience. :'D,M,1
"Love their comfortable, high quality contact lens collection as well as matching frames for screened glasses.",F,1
Customer service is totally great.,M,1
Price is solid,F,1
Country Attire is a great place to shop for clothes and shoes.,M,1
"Great store with adequate prices, excellent service First and the last time I shop there the staff were courteous and efficent (loyal shoppers).",M,1
Get everything you need for your wardrobe from Bradley Attica.,F,1
"Memory Upgrade, Exellent Prices, Selection & Service, Very Happy and will buy from again...",M,1
Giving money made easy,F,1
2nd shipment took too long.,F,0
Good stuff,F,1
The article about 150p-lb steel deck persian boat.,M,1
"Great service, prompt shipping, easy interface",M,1
Good fast transation: Would recommend We Buy Any Car to anyone that needs to sell a car fast for a fair price,M,1
"Slow reproduction: saw the ratings, that's what you can expect to get. This review is for the Clarisonic. The review ends here.",F,1
Computer Alzheimer's Cured!: A new lease of life for my aging PC! Memory implant a complete success. Patient now thinks he's Einstewie!,M,1
Great customer service!,F,1
"The DreamTime Company. Prima jeans, surge rollers, soft knuckles, paraches.",M,1
"FUTURE statement: We have 60 years of experience - big box fresh-cut specialty vegetable grocery store sales and service in St. Louis, Missouri. Save money towards food at brands including Nutra Fresh, Mama Dee's Gourmet Food Market,",F,1
Worth?,M,1
Fabulous dealer and fabulous range of pens and equipment: I am so pleased I found you on the Internet. Your sales and services are far superior to any other stockists of similar products.,F,1
Great service with awesome food,M,1
This place could prove the real deal....I mean Just CHEAP. And the best of all you get *additional* FREE shipping and lifetime warranty,M,1
Happy Swan was excellent. Loved it!,M,1
Great range of inkities and toners,M,1
Either way a family man in a pinch shouldn't let this go to waste! Took a little over 72 hours a few ends although we got it at realistic frenetic pace and only took,M,1
Here's a b-grade list of the five best European hostels from Hostelworld.co.uk,M,1
One-day shipping?? IPP'd order last weekend and didn't receive it until Saturday.,M,0
This company is awesome.,M,1
"Great clients, quick decent prices on shipping, prompt and friendly.",F,1
Excellent Barbour and customer satisfaction,M,1
These guys are magical!,M,1
Good prices and great customer service : good price does not lie: are our business requires the most affordable price. great price!,M,1
Great to be bought to play by. ExcellentCODonic,M,1
I can't believe this happened.,F,0
WELL DONE,F,1
"Great service, great value!",M,1
"Residents of Lisbon, Portugal expect friendly people and service from place of origin but, well....",M,0
Travelocity scammers,F,0
"If you are looking for a good and secure place for your stuff, SpareFoot has some great options.",F,1
Fascinating!,M,1
"Orks entertainment and further equipment and products like sound tips, cleaning tablets and cloths",F,1
The site is great for philippines suppliers.,M,1
Excellent service from start to finish!,F,1
Talked about it as scam but it actually took only 24 hours,F,1
Quality is wonderful!,M,1
Love that they make the public feel welcome!,F,1
Your service is treated like a human so to apologize would have averted the problem,M,1
Check out our friend Suzanne Boyd's reviews for some great things to buy.,F,1
smooth pink spray lettering for lapel shirts,F,1
Find dealer information for parts including auto water pumps at All Auto Parts.,M,1
Love it!,F,1
Pet Food around the world »,F,1
excellent service and products,F,1
"Great prices, and service, excellent in works and in store.",F,1
They answered all my questions. Thanks!,F,1
Good idea.. Easy to use and take care of everything.,M,1
"73 Cup, Blue Engine Fan by Innovating This was an awesome salon",M,1
Positive feedback and good to great services.,F,1
Excellent shop and would not hesitate to use them again.,M,1
Victoria Plumb Photo of Blackall Hole Suite,M,1
"later, bed filled with tosses and a caterpillar in bed",F,1
Very fast service.,M,1
Had to order the Business mats that allow the users to race through the field. Great mats definitely won't let holes in your carpeting or an attack from the tumble air.,F,1
Love this place if you want a good deal,M,1
Favorite delivery services in this country,F,1
Great site for helping me find my parts,M,1
I found SkyParkSecure representative very friendly and polite,M,1
"The German spelling for the American one is ""www."" According to this news, i have bought 4 bags from fashionqueen.net from August 2013!!!! The orders had been there at least 4 months can't they get them out???????????! Is there a way to send them money or do I have to go to the human""I just really need to do it!!!",F,0
Great price on the top brands,M,1
Contacted for adp3 when it was a bit late and cute little stuff arrived,M,1
Best Book on Amazon,F,1
Fast hard working website that supports us europe-wide.,M,1
Best mobile phone repair firm around. Dutch micro firm delivers excellent service.,M,1
"Great customer service and a lot of fun. Today I was delighted with the personal Service it received. Reasonably priced, reduced waiting time and good price of transport.",M,1
Been to this hotel personally and they do a really great job. We took the long distance cab it was a bit late in the day but they were fast and efficient.,M,1
Best chicken I have ever tasted.,M,1
Great customer service,M,1
Great Response on Products I Purchased: »,F,1
Invalid cd key! Support Ticket Centre completely useless,M,0
Maintain requested cars and people for some good lubratism handyman services,F,1
lose money discharge papers.,M,1
Addendum to order,M,1
Service as per the business description recommended,M,1
Great Online Opportunity! Great Website!,F,1
Description of PROHIBITIVE from SECURITY VALULATOR DO NOT ENTER IN THE BUSINESS!,F,0
"Very Satisfied With my order.: There was this gecko that I found and savored, it was all my dreams.",M,1
A SUCCEPTA!,M,1
"Pre-order went perfectly, goods arrived a day before release.",M,1
Very Good Place for Gifting,M,1
Great quality special bottles at affordable prices!,M,1
"GREAT SERVICE!!2 client a year, same tech for 3 months and no issue",M,1
Good stuff,M,1
Ecigwizard - EGO Super Tank- starter Kit 1st work,M,1
most important thing is buying clothes online in south korea,F,1
Excellent Louisville carpet cleaning company,M,1
Great Service!!,M,1
Sent a set of i19s to Chicago newspaper to plant roses at the holder’s lawn.,F,1
Tide is the cake-they have the best pasties in the world,M,1
,F,1
Approved products we ordered online.,F,1
Great service - tennis shoes ordered only three days ago are now wrapped up for Christmas present. Wish everyone could have tennis shoes from you this year!!!,F,1
Great service to order from.,F,1
"Kind and professional service, the people are friendly very back nine and helpful when i cannot present anymore concerns",F,1
Waste of time. Avoid them at all cost. Received sadly in late May,M,0
The book is great and matches the description.,M,1
Thank you for company! Great quality--good choice for transit and 2-to-person shipping.,M,1
Luggage Forward  Professionalism & customer service,M,1
service was wonderful for the second time,M,1
Best Hydrate store on the internet,M,1
"I&#160;m confident we will provide you quality services, but some things may go wrong.",M,0
". Very prompt, great customer service and excellent quality.",F,1
Printing experience was excellent!,M,1
I have purchased the time/date's and quantity gel body seal from these guys.,M,1
I bought a flameless cooking system from e-outdoor and it was 20% cheaper than a large discount chain,M,1
Rewards And Fun For All Ages!,M,1
Great glasses for a great price,M,1
"Delicious, friendly staff, price reasonable",F,1
Parts Geek provides great customer service,M,1
Great way to save! Get your food Home free and make healthier ecf,F,1
Stay out of this credit card scam!,M,1
kite,F,1
Outstanding parking and people!: Parking was simple. The lot has several people monitoring it so cars are not isolated anywhere. The office is super efficient and the attendants and manager know what they're doing,F,1
search for books & articles,F,1
"Onyx added a cracked screen to the lappy but failed to alert me to the problem, returned the phone with misshapen screen - free return shipping being refused just because of a 30 day warranty",M,0
"Coming from the retail age, this service really excels.",M,1
"It's an inexpensive, reasonable and easy option to have a nice sofa with some good company apart from the expensive ones that ship spay burpee shoes.",F,1
"Peoles argue that po wek-tal, it's always best to stay somewhere you know you wonst have any trouble near my location.",M,1
Better than B&H does not exist,M,1
"supplement wholesaler, wholesale nutrafiber available! amazon of supplements on amazon offers some of the best first time dealon buying",M,1
"The food was amazing, and the service was front and center!",M,1
"Great online store for my swimming pool, I do not have any good use for their shipping",M,1
Really impressed with the speed of delivery and at no charge...,F,1
unfortunately,F,0
Why I am delighted that Amazon has reacted,M,1
I love Lenstore for all my contacts!,F,1
Great deal,M,1
"Back on Track Company, an amazing list.",F,1
"Excellent product, quick delivery",M,1
Wonderful service,M,1
Superb service!,F,1
Place,F,1
Excellent service,F,1
about my bad experience: ::,M,0
Great for purchasing video cards without wanting cash,M,1
"four stars to prove great service, great prices",F,1
"Good prices, great service!",M,1
Great service (made it easy!!).,M,1
Purchase Favorite & Fastest Delivery,F,1
"Fast delivery. Good quality chicken, beef, condoms and some nuts.",M,1
"Excellent watch service family returns to this shop.""",F,1
awesome online airsoft store canada,F,1
Excellent selection and service,M,1
I'm Diego I've ordered from a team and I love it. We have sent almost every item and it is always current and correct!,F,1
"eBuyer Moving forward, we are moving.",M,1
push-bot - literature on books and magazines that contain scientific articles and materials which were written by or relating to animal subjects,M,1
"I used to use B&H Photo for a while. So I needed to come across a small jeweler to do a couple of repairs to my camera. A guy came, told me to just have them do it themselves. What a great visit ended up costing me $105.00! Micron Cameras, costing me $836.00! So I came here AGAIN! Awesome!!!",M,1
My address was Unsure.,M,1
Best service in the world,M,1
be prepared to be bloated the next day.,M,1
Excellent goods.,M,1
"Price was busted,quality and support from Alan",F,1
By Heyman J ,M,1
Communicatons just as announced in the our company NI,F,1
"Good and Cheap Leasing in Amsterdam Amsterdam,with a store with up to 2500 litres of space",M,1
Great service from Jason.,M,1
Cupboard sensor supplied quickly and at a good price.,M,1
Delivery.com Description:,F,1
Get your UniGear products and parts from the authorized parts source.,F,1
Quick delivery! Excellent costumer service!,M,1
Excellent service for 15 years & counting.,M,1
"good supplements, plenty of options and a earthy tint",M,1
Square Trade Completely satisfied me as a customer!,F,1
I purchased a painting and put it in the living room,F,1
Excellent service. Stay connected with Admiral.,F,1
Excellent airport parking at low prices.,M,1
Loads of Options from J.C. Penney,M,1
Thanks with the Flower shop :,F,1
Great Parts: Parts arrived fast and look good. No issues,M,1
Great selection of Suzuki Vans,F,1
The Vacation and Vacation Rentals page provides reviews from guests and customers.,M,1
Wrong part,F,0
This is our densitlube part,M,1
PartsGeek is the best place for purchasing car & truck parts.,M,1
awesome web site,M,1
One Piece Sleeve And Gauntlet Like Medivan Should Be Available In Mutable Colors And Sizes,F,1
Great Prices The best.,F,1
Truly wonderful product,F,1
Best Place To Feed Your Printer:,M,1
Website easy was easy to use,M,1
Pure Health in Exit 5 - yelp.com,F,1
How Good Was Your experience playing Poker?,M,1
"Very good quality food, fast delivery fast service, friendly staff everything",F,1
thousands of students getting a new backpacking love,M,1
"Biggggggg! Small size: 23 slot compartments: 20-15"" opening:",F,1
Love Love Love Bible Journal Calendar I Love My Own Labels,F,1
"Love it, the style is great",M,1
"Impressed with service, very kind woman",F,1
Excellent quality and a willingness to work with customers.,F,1
Best product,F,1
In a recent article about creating a JamPlayJamPlayJam,M,1
B&H Laptops is my favorite place!,M,1
"Save your money. I’m back. I got my DJI Phantom, messed up with Camera stuff and never got support. Because B&H said so. To blame my handlers of DJI Phantom other than you all",M,1
Quality shopping at an excellent price.,M,1
from parts geek i buy my oxygen sensor,M,1
So Superb Service!!,F,1
hie WE ARE SATURDAY FEELINFANALED OR NOT quitter to re appear for our morning workout ;ill try our hard to get her okay,M,1
Perfect cook gifts!,F,1
"Very happy repeat customer! Great prices, fast shipping.",M,1
I love Pet Cuisine when it comes to dog food deliveries and they are lightning fast and courteous!,M,1
When I needed a new oven all I needed to do was to phone Discount Ovens and order one with a free delivery often within two working days. Excellent customer service.,M,1
Very prompt! I received everything I ordered in less time than I thought it would take.,F,1
"""Second to none"" service - very cash on roll",M,1
"Fantastic service, easy returns, straight forward methods for them to print £9.95 cards",F,1
Best place to buy all your video and photographic gear,M,1
Thank you for prompt service and prompt delivery,F,1
Useless Advertising resource.,M,0
Great service and a great selection. Would seriously consider using them again.,M,1
Excellent Value and Service.,M,1
Great way to better take advantage of the lowest rates within an industry.,F,1
ladies glasses in the best quality and affordable price,F,1
Product variations were probably the reason for the delay I recently had dealing with them.,M,1
"Steelcom online sale - purchase 100% under of warranty. The sand and corrosion proof ""Save Up to 30% And Up to 80% On Policies"" is the best way to make a next day purchase out of the latest factory gear, redeem your stocking button sock, create a eBay account, save time and improve your drive yourself",M,1
A wonderful experience.,F,1
"To summarize: Although TFT tires are typically very reasonably priced, the services offered there and the quality in them aplenty's surprising me. My anti-partition machine would make its own tire in another place, however when it got to Preston's. I could pretty much save money on its cost by purchasing their tire replacement service (not well under the market standard of of around $78.00) and purchasing altogether their PCM (no extra charge of about $60.00). Unfortunately, I still got interrupted once there with a supposedly friendly salesperson ""knowledgeable"" from the back, but not properly informed. The wheel I rented was not yet new, thus TFT did not actually offer me a free front end alignment. I renounced to purchase their ""Tire Casing Disposition Service"" and will never purchase them again.",M,0
"Are you Evil, Businessman, or Sci Fi?",M,0
"Faulty product, no contact, very rude service. Had to resolve issue through paypal.",F,0
"Look at the price, Zarri, and you find yourself going with the passion: Great prices!",F,1
Superior Public Relations,M,1
YUMMMMMMM!,F,1
"I was impressed with the entire process, especially the customer service. I received timely emails from Pinnacle that allowed my order to be completed quicker than I would have ever expected. I will consider Pinnacle for future purchases!",F,1
"I went to a dry cleaner who grabbed my sweaters for free, and they're at a great price",M,1
Only question is... How are the pictures displayed?,F,1
Greeting cards - Phenomenal for the price - cheap music - glue albums mating - quick delivery,M,1
Great selection of soft products,F,1
Perfect execution!,M,1
very good health tips,F,1
With B&H I always leave feeling unique and at ease.,M,1
Really nice service and nice product,F,1
: The clothes are worth exactly their price. Very thin. One of the shirts had a hole in it. Very poor quality. I will never order from them again.,F,0
There's a mini mall grocery store feeling toward the rear.,F,1
"If purchasing anything else from PartsGeek, check your status on their status page before paying for the fake item you thought you were purchasing",F,0
great cap for mistakes,M,1
Love this game preorder,M,1
GRAVELS THE WEDDINGS GUIDE M : WATCH SHOW THE FINGER - THE FINGER is pointing in your FACE: It is soon to be my God-daughter's 21st birthday. A present? I would buy...,M,1
Excellent off the shelf fruit juice.,F,1
Goodquality Product with reasonable prices,F,1
Great fast service. Product exactly what I wanted,F,1
Very good website for hostel booking,F,1
Awesome Training and equipment center. Best Deals With Prices lower than $100.,M,1
Excellent customer service. One tale of fraud,M,1
King of Cotton review,M,1
Best of Shima Uma,F,1
good transportation,F,1
Brings a joy to many people & the masonstone creates a special image in your garden or place of worship,F,1
Does the photo I received tell it all?,F,0
My jeans came Fast!!......35 days delivery time....,F,1
OTHERS UPSET!!!!.,M,1
Aessede door handle mistake,M,0
B&H is definitely worth the money,F,1
Excellent party accessories,F,1
excellent product,M,1
Tennisnurse: fast delivery and very good prices for greens / golf shoes and socks,M,1
Well done fairly priced stylist suite at new york city hotel,M,1
deep Quebullas information on Facebook,F,1
Coolshop reviews,M,1
Glass Awning / Sculpting project,F,1
"Pet Floas, the sole owner of another web consulting web service, was extremely friendly and al called on jumping to assist him. He also informed them of his price to locate an item and thankfully picked out the product it was he needed. The web site itself was fast and easy to use.",F,1
Terrible service experience! Unacceptable!:,F,0
"Very friendly, prompt delivery and a nice persuasive image in my review",F,1
I like it,M,1
Best pen retailer toshop at. Cult Pens- the best.,M,1
"Easy, reliable aftermarket light housing for Toyota Sienna.",M,1
"DV247 deliver the goods.: I bought a DSI Mopho from DV247 which I am having to return due to its limitations. DV247 have been helpful and cool about me returning it and have provided most to all the necessary details without any mess about. So long as I get my full refund, i'll maintain the highest opinion of DV247 and will return to buy a DSI Tetra or Prophet Module in the new year.",F,1
Tyre specialists in the UK run full terms and conditionsanuiquty and (some) repairs,M,1
They have manage to stoke my interest when I start using Vetmedic on my dog. I have always had a good experience every time and am proud to support a company like this,F,1
Excellent quality by Vahner Books.,F,1
Fantastic stuff to make everything more special!(@#%) Fast delivery even to Italy!raccomended!,F,1
The Pet store chain Chewy.com is rated highly.,M,1
Great service it's good to know what experiences i can pick I just need to do my research personally before booking...,F,1
Great service,F,1
bizhoteltravel.net,F,1
Me Wars TV uninstallation rental binary Alligator Starter with round robin,F,1
Good value,M,1
Customer service is a big game changer.,F,1
Excellent customer service,M,1
I like how SpareFoot makes it easy to find what storage space matches where you want to store your belongings.,M,1
Iphone battery replacement,M,1
IT's a Fine Edge,M,1
My Insane Mistress...,M,1
Outstanding!,F,1
excellent grooming product selection,M,1
"Very pleased,",M,1
fantastic documentation and service,F,1
awful customer service!!!,F,0
IT CANT BE OVERALLED: happy customer,F,1
Good recommendations and tools to save more.,M,1
"Various luxury door handles and kicker plates for any car or vehicle.Retail license plate kiosks,blades for parts and latches as well as diameter indicators/cheap seal pads to fit custom trims and furniture fittings.",M,1
Hauwaldi Professionals parking Finnivillian Car tiva in Nürnberg trifft Stellwagen.,M,1
Self Locking precision Blade,M,1
Great place for the infrastructure probably didn't get the job done.,F,0
What a disappointment!,M,0
A great product for pet owners.,M,1
What kind of a website did you find on video cameras?,M,1
"The shoe speaks for itself. I have been purchasing post-season boots from here for over 10 years and these are still machine-washable, which is why they are my go-to shoe: They do actually have higher prices in their""shoes"" store, making it solid for my over-issued penny-pinching days.",M,1
"Exellent quality, good value for money.",F,1
"Excellent prices and service, first rate highly recomended!!: i had the good fortune to find swell pets on a google search",M,1
It's ready!,F,1
We love this for the quick delivery and great prices.,M,1
Great Staff and the best food in town!,M,1
FANTASTIC ONLINE CONCEPT And Very Affordable Suggestions,F,1
tickets to improve cultural awareness date: january 11,F,1
Editing stoop and intermixing it fine,M,1
"Best service, speed, and price!",M,1
"great crew, cute little store",M,1
Had a great experience purchasing The Lord of the Rings on the home console.,M,1
"Products are cheap, easy to use and works well!",M,1
See pictures of a part please,M,1
http://www.samsung-cosmetic-lenses.com/,M,1
I am certainly going to book anotherBookit.com trip.,F,1
ooooooooooooo I can't begin to express how awesome these lights were I'm so glad we talked this out and you also do!,F,1
"Highly recommended - Student can print a many number of things since you can order for maker, party, book, party, etc etc - e-mail or something else - may be the biggest benefit - we didn't have to issue it with your degree",F,1
Excellent stamps and gift shop.,M,1
Great consumer retailer with knowledgeable staff and unequalled quality of name brand sunglasses for the serious trader.,F,1
B&H online video and photo store,M,1
"They charge for shipping, d baled on wrong address - charges and unreply.",M,0
"Haggen Mfg. fair price, Good service, friendly staff",M,1
"Rueben and Roby show a down to earth, energetic attitude and great product and service. They specialize in makeup and eyeliner.",M,1
Great for Builders on a budget,M,1
Get on a good transcription service for your thesis project,M,1
"FRC Logistics is a growth company that cares about your business. FRC Logistics can offer advanced logistics services that listen to what you want and are charged competitive rates per container.. FRC Logistics specializes in Western United States, so why choose a simple methods and standards method? By dealing with a higher of experience FRC Logistics will always have a quick response time to get the money your company needs.",M,1
Best source for photo gear! Used them for nearly 40 years!,M,1
Great service,M,1
Fresh trippers from CPACT contact me directed by Derek Irene,M,1
Excellent customer service for Parker Pens.,M,1
good quality,F,1
"My group ordered 2 new sale blinds. The Product may not be manufactured as described, but I was very pleased with the sales representatives.",F,1
1 My problem,M,1
"I love these sunglasses, and now I love Polarized Glasses!",F,1
"This place is clean, organized and very I recieved my rear vision lenses I put them on my mother in law",M,1
As simple as that!,M,1
CalT-N-M XT1.NET XJAG376E30 X2QHLQC8 abandoned,M,1
"Total convenience from powering up my old beauty box, delivering decent value for money and giving things the best possible job.",F,1
Great service 5 star,M,1
For a bargain in Rope Lights at Festive-lights - like this - you can grab two!,M,1
Very helpful and great,F,1
Giftcards.com - the best selections,F,1
GAME BOARDS: I bought 4 separate gift cards from giftcards.com,F,0
high quality in the right amount for a cup of coffee,M,1
Hunter Freedman,M,1
This is a perfect trade-in on an extra street Apple Deal,F,1
Great for fast delivery and high quality keys.,M,1
Great courier service at a great price,F,1
Highland Titles is,M,0
"Excellent Service, Good Prices",M,1
Country Attire provides very good customer service and fast delivery,F,1
Great lighting service. Very nice looking product!,M,1
"This lovely white dining set from the Oak Furniture brand. Not only is it beautiful and expensive, yet they are extremely well priced and high quality. The sideboard is also worth inspecting as it has loads of useful storage space.",F,1
This is a real thing...,M,1
Using Agoda 10 years and still highly satisfied!,M,1
It s so user-friendly,M,1
The frames were very well priced.,M,1
Excellent service,M,1
Let's Get Cheap Tickets and Hotels.,F,1
Beetle Protection,M,1
"Camilla Hassler college of athletics is located on the main, southern flora and fauna of Victoria Sydney CAM, which is home of the famous Vic Falls by some magnificent light show of the Melbourne Olympic Stadium and many historical ecclesiastical that graces its entire home and continues to amaze everyone during sporting and climatic seasons",M,1
Good customer service!,F,1
Great selection/Great Service,F,1
why is this great place so popular?,M,1
"Best car rental agency for travel in the UK|Alporto, Italy",M,1
Today's Vision,M,1
Great customer service!,M,1
My mistake to book through Travelocity,F,0
quickly gets what you need within minutes,F,1
Excellent experience: Great price and lightning fast delivery,M,1
"Hazzard Hall, Cambridge an apartment next door and later a two bedroom house for me. Furniture Land was a pact with my children ahead of time.",F,1
post office is in the best location,F,1
Excellent Customer Service!!!,F,1
"Your Terrific Product, Report Developments I am impressed with your customer service and distribution. Thanks TradingDepot, Thanks for the results folks, it's great to hear we continuously contribute to your awesome work",M,1
good buy on a good deal,F,1
"So 8 hours after booking it was the opposite side of the country, a 5 out of 10 stays",F,1
Reliable and quick if keys are in stock,M,1
Merlin have separate areas on the site and manage the them fairly well.,M,1
"Fast, efficient, no hard sell local dealer with good service at my convenience.",M,1
It works!: A great way to say 'thank you'.,F,1
"Claimed to buy a second hand car, ones service was after hours.",M,0
Great easy way to comprehend customer reviews of a product,M,1
Verbatim does excellent work in a very responsive time frame Verbatim does excellent work in a very responsive time frame Verbatim does excellent work in a very responsive time frame.,F,1
The content is very informative.,F,1
only fair buy,M,1
Excellent service,M,1
"No complaints, Meet up tomorrow",F,1
First class service.,M,1
