text,category,label
play Hardcore music,PlayMusic,LABEL_3
find movie times,SearchScreeningEvent,LABEL_6
find the video game Tenacious D in The Pick of Destiny,SearchCreativeWork,LABEL_5
give one out of 6 stars to Free Market Fairness,RateBook,LABEL_4
open the Canciones del Recuerdo playlist and play songs,PlayMusic,LABEL_3
add count von cosels obsession to Jazzy Romance,AddToPlaylist,LABEL_0
Will there be a blizzard at a 4 AM in Sky Valley,GetWeather,LABEL_2
give 3 out of 6 to current textbook,RateBook,LABEL_4
Rate the current novel five of 6,RateBook,LABEL_4
Get me the soundtrack from Sensation Comics .,SearchCreativeWork,LABEL_5
Find me showtimes for How I Unleashed World War II .,SearchScreeningEvent,LABEL_6
Show me the movie schedule for nearby movies .,SearchScreeningEvent,LABEL_6
Add Atticus Ross to the electrosafari playlist,AddToPlaylist,LABEL_0
book a spot at the top-rated pub in Garner,BookRestaurant,LABEL_1
How will snowfall be here in 2/21/2022 ?,GetWeather,LABEL_2
Play a melody by Hagigat Rzayeva,PlayMusic,LABEL_3
what will the weather be like in fourteen hours in Eastville,GetWeather,LABEL_2
search for the album Frog and the Birdsong,SearchCreativeWork,LABEL_5
Can you get me seating for 5 at a highly rated restaurant in Wisconsin,BookRestaurant,LABEL_1
"Would like a table right now for leonor mendoza, imogene and lisa sanchez",BookRestaurant,LABEL_1
Will it in hail in my current position on 12/10/2035 ?,GetWeather,LABEL_2
give four out of 6 points to current novel,RateBook,LABEL_4
What time is In the Crosswind playing at Marcus Corporation ?,SearchScreeningEvent,LABEL_6
Add tune to downtempo beats,AddToPlaylist,LABEL_0
give me the movie times,SearchScreeningEvent,LABEL_6
List movies for nearest movie house at brunch time,SearchScreeningEvent,LABEL_6
I want to book a table for me and my boss at Glassy Junction in Turkey .,BookRestaurant,LABEL_1
Give ma list of films at Harkins Theatres,SearchScreeningEvent,LABEL_6
add this song by torch to my Sing Along playlist,AddToPlaylist,LABEL_0
What is the forecast for Dec. 15 in Lake Woodruff National Wildlife Refuge,GetWeather,LABEL_2
Look up The Dock of the Bay show,SearchCreativeWork,LABEL_5
book in Vermont at The Maisonette,BookRestaurant,LABEL_1
Add another album to my this is pavarotti playlist.,AddToPlaylist,LABEL_0
find the closest movie theatre for films,SearchScreeningEvent,LABEL_6
Give this saga a 5 out of 6 rating.,RateBook,LABEL_4
find the trailer for The Spooky Sisters,SearchCreativeWork,LABEL_5
play journey list,PlayMusic,LABEL_3
What is the movie schedule for any films playing close by at Sunset,SearchScreeningEvent,LABEL_6
Can you put dj kay slay onto the 2010 Decade playlist?,AddToPlaylist,LABEL_0
find movie schedules for AMC Theaters,SearchScreeningEvent,LABEL_6
Can you pull up Channel M News,SearchCreativeWork,LABEL_5
put Ramy Ayach on Latin Pop Rising,AddToPlaylist,LABEL_0
What's the weather like in Groesbeck,GetWeather,LABEL_2
I want to give the current novel zero points,RateBook,LABEL_4
Play top Rosanne Cash,PlayMusic,LABEL_3
Find the photograph A Little Less Sixteen Candles,SearchCreativeWork,LABEL_5
Is A Master of Craft playing at Wanda Group,SearchScreeningEvent,LABEL_6
Book the Bobcat Bite .,BookRestaurant,LABEL_1
find Plitt Theatres now showing Poverty and Nobility,SearchScreeningEvent,LABEL_6
add repent replenish repeat to Classical Moments in Movies,AddToPlaylist,LABEL_0
Add Joey Fatone to my Spotlight on Country 2016 playlist,AddToPlaylist,LABEL_0
Rate this album 0 points,RateBook,LABEL_4
What will the humidity be like on june eighteenth in my current location,GetWeather,LABEL_2
play Miguelito top charting album,PlayMusic,LABEL_3
"I give The History of the Saracens a three , or 6 points",RateBook,LABEL_4
Play music from negerpunk,PlayMusic,LABEL_3
Find the schedule for Kingsman The Secret Service at a movie theatre .,SearchScreeningEvent,LABEL_6
What's the forecast for Belize around meal time?,GetWeather,LABEL_2
I want to go see A Troll in Central Park .,SearchScreeningEvent,LABEL_6
I'd like to eat surf and turf in one minute at a bar,BookRestaurant,LABEL_1
Add a Kanon Wakeshima track to the Feeling Blue playlist.,AddToPlaylist,LABEL_0
play 1977 good track tunes,PlayMusic,LABEL_3
I need the weather at noon for E.A. Vaughn Wildlife Management Area,GetWeather,LABEL_2
Where is the closest cinema that features animated movies,SearchScreeningEvent,LABEL_6
Look up The Collection Volume One novel,SearchCreativeWork,LABEL_5
find the They Came from Somewhere Else saga,SearchCreativeWork,LABEL_5
What is the Michael Moore Is a Big Fat Stupid White Man video game ?,SearchCreativeWork,LABEL_5
Where is Among the Great Apes with Michelle Yeoh playing and when,SearchScreeningEvent,LABEL_6
Add ross the boss to laurie's listas de éxitos list,AddToPlaylist,LABEL_0
what is the 10 pm forecast for Sweet Springs Wyoming,GetWeather,LABEL_2
I want to add In the Mood to my playlist called My Folksy Love,AddToPlaylist,LABEL_0
Can you pull up the American Music Awards of 1975,SearchCreativeWork,LABEL_5
"Book a reservation for 1 at PM Park, Clear Lake, Iowa in Mongolia in 1 hour",BookRestaurant,LABEL_1
where can I find the video game called Izuna 2 The Unemployed Ninja Returns,SearchCreativeWork,LABEL_5
Play Junun by Noam Kaniel .,PlayMusic,LABEL_3
Give this album a rating of 4 .,RateBook,LABEL_4
Add rosemary clooney to Pura Vida playlist,AddToPlaylist,LABEL_0
I'd give The Day of Reckoning four points,RateBook,LABEL_4
"Need to book a table at a fast food restaurant for a party of nine on November seventeenth, 2019",BookRestaurant,LABEL_1
Where can I find the JKT48 School,SearchCreativeWork,LABEL_5
"book a table at a restaurant within the same area as The Octagon, Christchurch in Allentown",BookRestaurant,LABEL_1
Play some happy gabber .,PlayMusic,LABEL_3
"Will it be windy in Breaux Bridge , Turks and Caicos Islands eleven hours from now ?",GetWeather,LABEL_2
"find 300 March to Glory , a song",SearchCreativeWork,LABEL_5
play Yusef Lateef songs from the fifties,PlayMusic,LABEL_3
"Is it going to be snowy in Concord , Utah ?",GetWeather,LABEL_2
Add this track to my Love Hurts playlist,AddToPlaylist,LABEL_0
Book a table for 2 at a restaurant in Follett,BookRestaurant,LABEL_1
"I want to see the book , The Mailroom Hollywood History from the Bottom Up",SearchCreativeWork,LABEL_5
Tell me the weather forecast for Sugarloaf Provincial Park ten weeks from now,GetWeather,LABEL_2
Pull up Mafia The City of Lost Heaven,SearchCreativeWork,LABEL_5
Play Kisaki on Pandora,PlayMusic,LABEL_3
show me the schedule of Dead Snow,SearchScreeningEvent,LABEL_6
What will the weather be in Nationalpark Rila on Nov. 25 ?,GetWeather,LABEL_2
Find the schedule for movies at Plitt Theatres .,SearchScreeningEvent,LABEL_6
Is People of the Cumberland playing at Landmark Theatres now,SearchScreeningEvent,LABEL_6
What is the forecast for the Wildreservaat Ithala in the distant future will it be colder,GetWeather,LABEL_2
I give The Caxtons chronicle 1 out of 6 stars .,RateBook,LABEL_4
Is it colder today in College Park then in Serbia and Montenegro,GetWeather,LABEL_2
Open my music playlist on Youtube,PlayMusic,LABEL_3
show TV show named I Fell in Love with a Dead Boy,SearchCreativeWork,LABEL_5
I need a reservation in 1 second in Atlas with a party of nine,BookRestaurant,LABEL_1
What is the weather forecast in nine months within walking distance of Ohio,GetWeather,LABEL_2
will there be fog Tonight at Beamer Memorial Conservation Area,GetWeather,LABEL_2
Can you play that last ep from the twenties,PlayMusic,LABEL_3
play Moustapha Amar Make It Rain,PlayMusic,LABEL_3
Add to the Rock Games,AddToPlaylist,LABEL_0
Give me the weather forecast for here .,GetWeather,LABEL_2
give this textbook a rating of 3,RateBook,LABEL_4
add armand van helden to my black sabbath the ozzy years playlist,AddToPlaylist,LABEL_0
Tell me the weather forecast in 4 years and a half in GA,GetWeather,LABEL_2
Are any animated movies playing at Magic Johnson Theatres ?,SearchScreeningEvent,LABEL_6
Play Tooh by Eric Bazilian on Google Music .,PlayMusic,LABEL_3
"I'd give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",RateBook,LABEL_4
add Split the Difference to my Women's Lit playlist,AddToPlaylist,LABEL_0
show me Convicted,SearchCreativeWork,LABEL_5
Rate The Bishop a 1,RateBook,LABEL_4
Is it forecast to be chillier in Latvia ?,GetWeather,LABEL_2
Please call and reserve seating for march 6 at a diner in Kyrgyzstan,BookRestaurant,LABEL_1
Will it be foggy now close to Jolley,GetWeather,LABEL_2
"book Tun Tavern for shawna davis, michelle and lizzie in Vermont",BookRestaurant,LABEL_1
I'm looking for the trailer to Evil or Divine - Live in New York City .,SearchCreativeWork,LABEL_5
book a table near Bienville for Pioneer Day,BookRestaurant,LABEL_1
Add Kirk Hammett to Calm Down,AddToPlaylist,LABEL_0
Please pull up Nothing Feels Good,SearchCreativeWork,LABEL_5
find a movie schedule in the neighborhood for animated movies,SearchScreeningEvent,LABEL_6
What is the local movie schedule,SearchScreeningEvent,LABEL_6
What is the weather going to be like in Epleys in South Georgia and the South Sandwich Islands in 11 months,GetWeather,LABEL_2
Rate the following series a one out of 6,RateBook,LABEL_4
Please show me the picture History Repeating,SearchCreativeWork,LABEL_5
I want to take my mom and I to the tea house,BookRestaurant,LABEL_1
how's the forecast looking for supper time in Dresbach Vanuatu,GetWeather,LABEL_2
I'd like to go to a halal restaurant in twenty minutes around the District Of Columbia and book seats for four,BookRestaurant,LABEL_1
Play the top five songs from Robert Lockwood Junior .,PlayMusic,LABEL_3
What is the forecast in Heber,GetWeather,LABEL_2
Play the top twenty chant by Wise .,PlayMusic,LABEL_3
Rate A Conspiracy of Paper 4 of 6,RateBook,LABEL_4
I'd like to know the movie times for movies nearby me,SearchScreeningEvent,LABEL_6
Please book a bar type goiano room accommodate for 2 members 1 second from now in PR,BookRestaurant,LABEL_1
book a restaurant for Jul. 27,BookRestaurant,LABEL_1
Play a symphony from the thirties .,PlayMusic,LABEL_3
add tune by Leonard Cohen to road trip,AddToPlaylist,LABEL_0
List movie times at Megaplex Theatres,SearchScreeningEvent,LABEL_6
Play me the new King Curtis music on Google Music .,PlayMusic,LABEL_3
Get the video game of The Chipmunk Song,SearchCreativeWork,LABEL_5
Will it be cloudy not far from Allenton,GetWeather,LABEL_2
Play the album Shooting Silvio by Dave Sabo,PlayMusic,LABEL_3
Add Julia Fordham to the Massive Soca Hits playlist.,AddToPlaylist,LABEL_0
rate The Ape-Man Within 4,RateBook,LABEL_4
What song is Detective Conan Dimensional Sniper,SearchCreativeWork,LABEL_5
play Soheila Zaland,PlayMusic,LABEL_3
give two stars to current album,RateBook,LABEL_4
add the artist Choclair to La mejor música de BSO,AddToPlaylist,LABEL_0
I want to see Dead Calm at the closest cinema,SearchScreeningEvent,LABEL_6
find the album Smoke and Mirrors,SearchCreativeWork,LABEL_5
"Book PM Park, Clear Lake, Iowa at 5 am for 6 people.",BookRestaurant,LABEL_1
What's the weather forecast for Croatia on jul. 25th,GetWeather,LABEL_2
Give The Dark Abode chronicle 2 out of 6 points .,RateBook,LABEL_4
The current essay is a three of 6,RateBook,LABEL_4
Will it get hotter around elevenses in KS ?,GetWeather,LABEL_2
Can you tell me if it'll be freezing in Wrightstown in seven years ?,GetWeather,LABEL_2
I wish to rate zero points out of 6 to The Crack in Space .,RateBook,LABEL_4
party for ten at National Coney Island in DE,BookRestaurant,LABEL_1
Play music from 1969 on lastfm .,PlayMusic,LABEL_3
Where can I find the work It Was Raining That Night ?,SearchCreativeWork,LABEL_5
Find me the show The Skull .,SearchCreativeWork,LABEL_5
"Tell me when it will be warmer in Woods Hole , Oklahoma",GetWeather,LABEL_2
Rate The Penelopiad zero out of 6 .,RateBook,LABEL_4
Can i get the showtimes for films in the area .,SearchScreeningEvent,LABEL_6
Find me the album The Weed Tree .,SearchCreativeWork,LABEL_5
this book gets points for being current and a three,RateBook,LABEL_4
Which animated movies are playing in the neighbourhood and when?,SearchScreeningEvent,LABEL_6
Add Om to my Classic Punk,AddToPlaylist,LABEL_0
Can you play a sonata,PlayMusic,LABEL_3
Weather for Oct. 16 in MO,GetWeather,LABEL_2
rate tune to 90's Baby Makers,AddToPlaylist,LABEL_0
What is Love in a Mist ?,SearchCreativeWork,LABEL_5
show creativity of Night of the Hunter,SearchCreativeWork,LABEL_5
I need a restaurant now for a party of ten,BookRestaurant,LABEL_1
Will it be hot here at 22 o'clock ?,GetWeather,LABEL_2
Can you play a song from the fourties by George Martin,PlayMusic,LABEL_3
give 5 stars to this book,RateBook,LABEL_4
book a table for now for 4 for an oyster bar,BookRestaurant,LABEL_1
play Piano 100,PlayMusic,LABEL_3
I gave the current book a three of 6,RateBook,LABEL_4
Can i get the showtimes for Man in Blues ?,SearchScreeningEvent,LABEL_6
"Can you find me the work, Frisbee The Life and Death of a Hippie Preacher ?",SearchCreativeWork,LABEL_5
"add already over, pt 2 to Hip Hop 2017 New School",AddToPlaylist,LABEL_0
Show me the The Defenestration of Ermintrude Inch TV series,SearchCreativeWork,LABEL_5
book a pizza serving tavern for me and my brother,BookRestaurant,LABEL_1
Please look up the painting Beyond Iconic Photographer Dennis Stock .,SearchCreativeWork,LABEL_5
Find the Mystery Woman saga,SearchCreativeWork,LABEL_5
Please play Bitch Please Ii,PlayMusic,LABEL_3
Book a restaurant on san jacinto day in Anderson for me and my colleagues .,BookRestaurant,LABEL_1
Where can I watch the TV series Polite People,SearchCreativeWork,LABEL_5
book a table for eight in Graf far away,BookRestaurant,LABEL_1
What time is Living Is Easy with Eyes Closed playing,SearchScreeningEvent,LABEL_6
Please make reservations for nine at 3 am .,BookRestaurant,LABEL_1
Find the schedule for Heart Beats .,SearchScreeningEvent,LABEL_6
I'd like the weather forecast for Albania,GetWeather,LABEL_2
Put ares in my canadian country playlist,AddToPlaylist,LABEL_0
Find a song called Be Quick or Be Dead .,SearchCreativeWork,LABEL_5
Play new track from the fifties,PlayMusic,LABEL_3
Play Humour,PlayMusic,LABEL_3
Give The Fox and the Hound a 1,RateBook,LABEL_4
will it be stormy in Wildorado,GetWeather,LABEL_2
Rate the current essay zero points,RateBook,LABEL_4
I'd like to rate My Beloved World two points,RateBook,LABEL_4
I want to read the saga Michael Clayton,SearchCreativeWork,LABEL_5
give Mistborn The Well of Ascension four out of 6,RateBook,LABEL_4
How can I see the show Pulse 2 Afterlife ?,SearchCreativeWork,LABEL_5
pizzeria restaurant in Kellnersville HI that is outdoor for ten,BookRestaurant,LABEL_1
Where to watch show Extremely Live,SearchCreativeWork,LABEL_5
play satire music,PlayMusic,LABEL_3
I want to hear opera on Netflix,PlayMusic,LABEL_3
rate this essay 2 points,RateBook,LABEL_4
Add Frank Beard to my latin pop classics playlist.,AddToPlaylist,LABEL_0
Find a TV show called Ace of Spades .,SearchCreativeWork,LABEL_5
I want to watch Strange Brother,SearchCreativeWork,LABEL_5
Book a bistro in New Zealand in 119 and a half days .,BookRestaurant,LABEL_1
What's the weather like today in Plankinton ?,GetWeather,LABEL_2
When is Cooper Foundation on the movie schedule ?,SearchScreeningEvent,LABEL_6
"Tell me if it will be hot on Jun. the 10th in San de Fuca , Sweden",GetWeather,LABEL_2
I give the chronicle Atop an Underwood Early Stories and Other Writings a rating value of 3 and a best rating of 6,RateBook,LABEL_4
what is the weather of Pine City,GetWeather,LABEL_2
What are the movie schedules for any animated movies playing in the neighbourhood ?,SearchScreeningEvent,LABEL_6
What's the weather forecast for Mansfield ?,GetWeather,LABEL_2
Play Shinehead 's music from the twenties on Slacker .,PlayMusic,LABEL_3
Where can I get a photograph of Death Knows Your Name ?,SearchCreativeWork,LABEL_5
I would like to find a cafe that serves grilled meat close by in Tunisia and need a table for 2 one second from now .,BookRestaurant,LABEL_1
"What is the weather forecast for Naches , Sierra Leone",GetWeather,LABEL_2
what is the British Virgin Islands forecast for next november,GetWeather,LABEL_2
Rate the current novel a zero .,RateBook,LABEL_4
Tell me the weather forecast for Casa Grande Ruins National Monument,GetWeather,LABEL_2
What movies are playing at Regal Entertainment Group,SearchScreeningEvent,LABEL_6
Play i believe from Chico Buarque off of iheart,PlayMusic,LABEL_3
rate the current book 5 of 6 points,RateBook,LABEL_4
I want to rate this essay 0 of 6 stars,RateBook,LABEL_4
book a restaurant not far from Municipal Borough of Ealing for today,BookRestaurant,LABEL_1
Play me the most popular Lillian Hardin song on Itunes,PlayMusic,LABEL_3
Play some music from the thirties .,PlayMusic,LABEL_3
this track should get added to Spain Top 50,AddToPlaylist,LABEL_0
Play the greatest ballad from the seventies,PlayMusic,LABEL_3
Find an album called The Aboriginal Port Folio .,SearchCreativeWork,LABEL_5
Add the album to my Heavy Gamer playlist.,AddToPlaylist,LABEL_0
Rate this novel five of 6,RateBook,LABEL_4
Add Tranquility to the Latin Pop Rising playlist.,AddToPlaylist,LABEL_0
Give 99 Coffins 0 stars out of 6 .,RateBook,LABEL_4
Book a bar that serves italian-american cuisine neighboring Wilson Av for one person.,BookRestaurant,LABEL_1
find movie schedules,SearchScreeningEvent,LABEL_6
What time is A Man for Burning playing,SearchScreeningEvent,LABEL_6
I need to hear the new Kevin Fowler album,PlayMusic,LABEL_3
What are the movie schedules for the Loews Cineplex,SearchScreeningEvent,LABEL_6
Play a top five Linda Strawberry ep,PlayMusic,LABEL_3
"book on feb. the twenty-sixth, 2026 in Tracyton for two at a cafe",BookRestaurant,LABEL_1
Play The Great Adventures of Slick Rick game,SearchCreativeWork,LABEL_5
What's on the movie schedules at Amco Entertainment ?,SearchScreeningEvent,LABEL_6
"I need a table for ten on april the eighteenth, 2030",BookRestaurant,LABEL_1
Looking for a tibetan restaurant and need reservations for 1 .,BookRestaurant,LABEL_1
I want to hear the new Latin Pop Rising list,PlayMusic,LABEL_3
Add Foreign Affair to the disney playlist.,AddToPlaylist,LABEL_0
give 0 out of 6 points to current textbook,RateBook,LABEL_4
Find trailer of Jazz Impressions of the U.S.A.,SearchCreativeWork,LABEL_5
I want a restaurant reservation for a party of 8 at a vegetarian tea house .,BookRestaurant,LABEL_1
I give The Lady Decides a rating value of 4 and a best rating of 6,RateBook,LABEL_4
add Ian Stuart Donaldson to canadian country,AddToPlaylist,LABEL_0
Play Inside The Eye by twinkie clark,PlayMusic,LABEL_3
Add Dickey Betts to my throwback thursday playlist.,AddToPlaylist,LABEL_0
showings for animated movies in the area,SearchScreeningEvent,LABEL_6
find the nearest movie house for The Mystery of Picasso,SearchScreeningEvent,LABEL_6
find the nearest movie theatre with movies,SearchScreeningEvent,LABEL_6
I think Memorial Day should have a rating value of 3 and a best rating of 6,RateBook,LABEL_4
Give this series three points out of 6 .,RateBook,LABEL_4
I want to see the trailer for The Entity,SearchCreativeWork,LABEL_5
For my playlist it's ok to like jazz add this tune,AddToPlaylist,LABEL_0
play Groove Shark,PlayMusic,LABEL_3
Is it overcast in South Carolina,GetWeather,LABEL_2
Search for Innocence from Hell,SearchCreativeWork,LABEL_5
Add Mel Draisey tomy 80s Classic Hits playlist.,AddToPlaylist,LABEL_0
Find Reverence for me,SearchCreativeWork,LABEL_5
What's the weather like in Big Delta,GetWeather,LABEL_2
Rate Sandworms of Dune three out of 6 stars,RateBook,LABEL_4
I want to book a restaurant in Barbados that serves creole .,BookRestaurant,LABEL_1
find The Terror Within,SearchScreeningEvent,LABEL_6
give this album a 4 out of 6,RateBook,LABEL_4
I give The Monkey and the Tiger a rating of 2 points .,RateBook,LABEL_4
Book the Atomic Cafe for ten people.,BookRestaurant,LABEL_1
I'd rate this novel a five,RateBook,LABEL_4
When is Youth Without Youth being shown at the nearest movie house ?,SearchScreeningEvent,LABEL_6
Is The Right to Strike playing at Star Theatres,SearchScreeningEvent,LABEL_6
Can I get the showings for Mysterious Crossing ?,SearchScreeningEvent,LABEL_6
Include stefanie in Pre-Party R&B Jams,AddToPlaylist,LABEL_0
I'd like to watch Monk Comes Down the Mountain,SearchScreeningEvent,LABEL_6
book a spot at a highly rated tavern in Colombia,BookRestaurant,LABEL_1
book a table for a party of 7,BookRestaurant,LABEL_1
Can you find me the painting titled Across the Line ?,SearchCreativeWork,LABEL_5
"Will it be hotter in Conception Junction , Moldova ?",GetWeather,LABEL_2
find the nearest movies at a movie theatre,SearchScreeningEvent,LABEL_6
Play a twenties concerto from Roger Taylor on deezer,PlayMusic,LABEL_3
Add The Private Collection onto my Cena Elegante playlist please.,AddToPlaylist,LABEL_0
what is the Idledale forecast,GetWeather,LABEL_2
the next essay gets 2 out of 6 stars,RateBook,LABEL_4
Show me movie schedules for today.,SearchScreeningEvent,LABEL_6
Play the greatest record by Joe Purdy on Google Music,PlayMusic,LABEL_3
Find The Killing Fields .,SearchCreativeWork,LABEL_5
She me the Sons of Satan Praise the Lord picture,SearchCreativeWork,LABEL_5
give The Enemy Within saga 3 stars for me,RateBook,LABEL_4
Which Cinemark Theatres is playing A Is for Atom ?,SearchScreeningEvent,LABEL_6
Play some sixties on netflix,PlayMusic,LABEL_3
Play the song Two Suns In The Sunset by Airi Suzuki,PlayMusic,LABEL_3
Rate this series one out of 6 .,RateBook,LABEL_4
I want movie times for Fox Theatres,SearchScreeningEvent,LABEL_6
rate National Geographic Dinosaurs 2 out of 6,RateBook,LABEL_4
what is the chilly forecast for Mustoe North Carolina,GetWeather,LABEL_2
Find a reservation at the Roseland Theater at 10 pm,BookRestaurant,LABEL_1
Play music from the seventies,PlayMusic,LABEL_3
show movies in United Paramount Theatres,SearchScreeningEvent,LABEL_6
Give three points out of 6 to One Hundred Poems of Tukaram,RateBook,LABEL_4
I want to watch the TV show Tales from Space About a Blob,SearchCreativeWork,LABEL_5
"find Journal of the European Economic Association , a movie I want to see",SearchCreativeWork,LABEL_5
Play 1952 Yusef Lateef on Netflix,PlayMusic,LABEL_3
Show me Firepower,SearchCreativeWork,LABEL_5
Play music using Last Fm,PlayMusic,LABEL_3
Play some music on Itunes,PlayMusic,LABEL_3
restaurant In Zimbabwe that is brasserie and has parking,BookRestaurant,LABEL_1
What films are playing now at the General Cinema Corporation,SearchScreeningEvent,LABEL_6
rate this book The Book of Snobs 1 points,RateBook,LABEL_4
book me a restaurant in Guadeloupe,BookRestaurant,LABEL_1
I want to add a song by jazz brasileiro,AddToPlaylist,LABEL_0
can you play some weird music from the noise genre,PlayMusic,LABEL_3
the current rating of 6 out of two for a textbook,RateBook,LABEL_4
Will it get cloudy in Cliffwood Beach ?,GetWeather,LABEL_2
I would rate The Kid from Hell a value of 1 and a best rating of 6,RateBook,LABEL_4
Can you add an album to my Are & Be playlist,AddToPlaylist,LABEL_0
Will there be sun in the Manassas National Battlefield Park ?,GetWeather,LABEL_2
What is the picture called Lest We Forget The Best of ?,SearchCreativeWork,LABEL_5
add house afterwork to my the cave canem demos,AddToPlaylist,LABEL_0
please put this song by nas in my Hype playlist,AddToPlaylist,LABEL_0
What movies are playing at the closest movie theatre,SearchScreeningEvent,LABEL_6
Put Beside You in my spotify orchestra cello playlist.,AddToPlaylist,LABEL_0
Where is They Always Return at Dawn playing,SearchScreeningEvent,LABEL_6
"I want to add Aprite le finestre to my playlist entitled This Is Earth, Wind & Fire",AddToPlaylist,LABEL_0
Show me The Advocate,SearchCreativeWork,LABEL_5
Will it be colder in Vermont ?,GetWeather,LABEL_2
help me the find the Thug Lordz Trilogy book,SearchCreativeWork,LABEL_5
rate To Your Scattered Bodies Go a 1 out of 6,RateBook,LABEL_4
Play Suite Sudarmoricaine by Afi on itunes,PlayMusic,LABEL_3
I want to hear some Boris Grebenchtchikov on Zvooq,PlayMusic,LABEL_3
Weather for six am in SC,GetWeather,LABEL_2
Play The View From The Afternoon by Malese Jow on Last Fm,PlayMusic,LABEL_3
Contemporary Religious Satanism gets a 3 rating,RateBook,LABEL_4
Where is Boo to You Too! Winnie the Pooh playing,SearchScreeningEvent,LABEL_6
What time is The Grey Zone playing?,SearchScreeningEvent,LABEL_6
movie times at Cooper Foundation for sunset,SearchScreeningEvent,LABEL_6
When is The Blood of Others playing?,SearchScreeningEvent,LABEL_6
Can you tell me what time The Fickle is playing at the closest cinema,SearchScreeningEvent,LABEL_6
Rate this textbook a 5,RateBook,LABEL_4
Rate Peter and the Sword of Mercy 3 of 6 stars,RateBook,LABEL_4
play chant by Prurient,PlayMusic,LABEL_3
I want to book a restaurant for four around Zapata,BookRestaurant,LABEL_1
I need to book a restaurant at supper time in IL,BookRestaurant,LABEL_1
Is it going to be hot in Chrisman,GetWeather,LABEL_2
what is the weather forecast this week close-by my current position,GetWeather,LABEL_2
Add this track to the 70s smash hits playlist,AddToPlaylist,LABEL_0
I need to book a restaurant in Sunnybrook for 7,BookRestaurant,LABEL_1
I want to eat at the Trout Creek restaurant for 9 people for bougatsa that is the best,BookRestaurant,LABEL_1
Book me a table at The Fat Duck in Ireland,BookRestaurant,LABEL_1
please add this artist to my Zen Focus playlist,AddToPlaylist,LABEL_0
book a spot for 7 at an outdoor food court in Denmark,BookRestaurant,LABEL_1
Rate the current essay 5 of 6 points,RateBook,LABEL_4
Show me the schedule for ArcLight Hollywood for animated movies,SearchScreeningEvent,LABEL_6
what is the forecast for hot temps in Kuwait in Augusta Springs,GetWeather,LABEL_2
I would rate this essay 2 stars and a best rating of 6,RateBook,LABEL_4
show creative video game The Boat Is Full,SearchCreativeWork,LABEL_5
play symphony music from the fourties with google music,PlayMusic,LABEL_3
"Add a tune to patrica's playlist, The Rhythm",AddToPlaylist,LABEL_0
"my niece and I want to visit a food court in Callicoon , Tennessee",BookRestaurant,LABEL_1
Please find me a novel called The Caledonian-Record .,SearchCreativeWork,LABEL_5
What will the weather be in LA at 9 o'clock,GetWeather,LABEL_2
Add this album to holly's bandas sonoras playlist,AddToPlaylist,LABEL_0
Find an album called Preminchi Choodu .,SearchCreativeWork,LABEL_5
Find a reservation in Hesston NC at a new restaurant,BookRestaurant,LABEL_1
Is Judgment Day The John List Story playing at Megaplex Theatres ?,SearchScreeningEvent,LABEL_6
show movie times of films close by,SearchScreeningEvent,LABEL_6
Book a reservation for one at a highly rated restaurant in Datil,BookRestaurant,LABEL_1
Play some seventies songs from Joseph Genaro on Google Music,PlayMusic,LABEL_3
find Kerasotes Theatres showing animated movies,SearchScreeningEvent,LABEL_6
book a table for nine PM at a pub in MA,BookRestaurant,LABEL_1
I'm looking for The Birth of a Nation,SearchCreativeWork,LABEL_5
What is the movie schedule like,SearchScreeningEvent,LABEL_6
Find a picture of Music Hole,SearchCreativeWork,LABEL_5
Can Super Turnt Up get added to my emotron playlist?,AddToPlaylist,LABEL_0
Find the schedule for Brick .,SearchScreeningEvent,LABEL_6
add to my mac 'n cheese playlist with Tsūzetsu,AddToPlaylist,LABEL_0
Play me a nineties song by Joseph Genaro,PlayMusic,LABEL_3
Book reservations at a restaurant that serves puglia for jan. 24th,BookRestaurant,LABEL_1
I'd like to see Level Headed,SearchCreativeWork,LABEL_5
I need a popular moroccan cafeteria,BookRestaurant,LABEL_1
Book a table at South Street Diner close to your teenager's college .,BookRestaurant,LABEL_1
Look for the movie Darkness Come Alive,SearchCreativeWork,LABEL_5
ad Czarna dziewczyna to instrumental madness playlist,AddToPlaylist,LABEL_0
I'm looking for the painting God Must Have Spent a Little More Time on You,SearchCreativeWork,LABEL_5
"Reserve a spot at indoor restaurant on june the 15th , 3 guests",BookRestaurant,LABEL_1
Play the playlist spring,PlayMusic,LABEL_3
Add this track to my Tropical Morning playlist,AddToPlaylist,LABEL_0
How will the weather be five weeks from now in Moneta ?,GetWeather,LABEL_2
Add ricky nelson to my Classical X playist,AddToPlaylist,LABEL_0
What cinema is Health Warning playing in eleven hours ?,SearchScreeningEvent,LABEL_6
add clem burke in my playlist Pre-Party R&B Jams,AddToPlaylist,LABEL_0
Book a restaurant in one minute for five people in Canal Fulton .,BookRestaurant,LABEL_1
find meal time movie times close by for movies,SearchScreeningEvent,LABEL_6
Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation .,SearchScreeningEvent,LABEL_6
add tune to my Hype playlist,AddToPlaylist,LABEL_0
find a game called Albino Blacksheep,SearchCreativeWork,LABEL_5
Please play me a popular track from 1984 .,PlayMusic,LABEL_3
